NAME,TRANSITSCORE,WALKSCORE,VALUEINCREASEPAST,VALUEINCREASEFUTURE,MEDIANVALUE
Crooks,72,80,2,-3,1884000
Wilkinson,70,73,3,1,1381000
Howe,81,76,4,-3,1457000
Ritchie,77,70,0,3,1469000
Zieme,81,98,4,2,1263000
O'Connell,92,91,-1,-2,1383000
Runolfsdottir,96,91,4,4,1757000
Maggio,95,98,-1,-1,2066000
Nicolas,72,97,-2,2,1690000
Jaskolski,85,88,-3,0,1893000
Bartoletti,89,83,1,-3,1783000
Wyman,71,70,-3,0,1361000
Sawayn,95,83,0,-2,1736000
Graham,80,79,1,-1,2067000
Bruen,80,88,-1,-1,1435000
Homenick,88,88,4,-3,2044000
Steuber,99,80,-3,4,2039000
Hermiston,95,95,2,-1,2004000
Cummerata,89,81,-2,3,1112000
Schuster,88,89,-1,2,1979000
Bashirian,80,77,-3,0,1795000
Nader,96,89,-1,-1,1472000
Gottlieb,91,94,2,4,1910000
Cruickshank,88,92,-1,-3,1242000
Wunsch,86,90,1,-3,1513000
Bartell,84,86,2,-2,1304000
Yost,86,84,4,3,2139000
Batz,82,86,4,2,1181000
Kuphal,73,95,-1,-2,1596000
Conn,73,72,4,-1,1975000
Monahan,86,88,0,-1,1890000
Bayer,90,79,3,-3,2035000
Kertzmann,85,85,2,-3,1887000
Waters,92,70,-3,3,2056000
Jaskolski,97,76,3,1,1147000
Sanford,72,82,2,1,1605000
Turcotte,94,81,-1,3,1563000
Farrell,86,84,1,1,1704000
Roob,98,70,-2,2,1657000
Paucek,83,81,2,-3,1937000
Sanford,72,74,1,-3,1887000
Bashirian,80,70,1,-3,1929000
Veum,93,76,0,0,1737000
Huels,99,75,4,2,1751000
O'Hara,83,99,1,4,1838000
Rath,86,78,1,-1,1205000
Hermann,97,72,1,2,1906000
Hettinger,89,71,-2,-2,1238000
Hilll,90,79,1,0,1135000
Kutch,71,89,-1,0,1787000
McClure,94,84,-1,4,1639000
Hansen,82,83,-1,-1,1915000
Abernathy,90,76,2,0,1967000
Lind,83,78,3,1,1607000
Gibson,88,79,-3,1,1393000
Mraz,92,86,3,3,1994000
Abernathy,87,82,-3,-3,1895000
Heller,70,71,0,1,1733000
Upton,95,85,2,1,1880000
Morissette,87,93,2,0,1422000
Rath,85,79,-2,1,1568000
Emard,96,95,-1,-3,2055000
Yost,96,87,2,1,2023000
Cummerata,81,89,-1,-1,2165000
Haley,92,86,4,4,1689000
Hayes,86,90,1,2,1201000
Toy,80,75,2,-3,1779000
Corkery,80,70,4,-1,1593000
Conn,91,95,-2,-1,1782000
Skiles,98,94,4,3,1580000
Streich,80,91,-2,2,1288000
Huel,86,78,-3,4,1666000
Blanda,72,88,-1,-1,1461000
Steuber,87,86,-1,-2,2012000
Toy,93,76,3,-1,2172000
Dietrich,81,74,-3,3,1195000
Langworth,95,93,-2,-2,1104000
Weissnat,83,77,4,-3,1345000
Schuppe,70,78,1,3,2113000
McDermott,90,94,-1,4,1713000
Rippin,72,86,0,1,2154000
Reilly,81,78,1,-2,1683000
Kemmer,78,84,0,1,1665000
Senger,78,85,3,2,1889000
Reynolds,74,91,-2,-1,1292000
Legros,98,91,-2,4,2029000
Schultz,95,81,0,-1,1390000
Eichmann,77,91,0,3,1953000
Daugherty,84,79,-1,-3,1479000
Weber,80,94,-3,0,1229000
Moore,81,97,1,4,1669000
Krajcik,81,76,2,2,1798000
Dach,93,89,2,3,1184000
Schumm,95,78,1,2,1109000
Grady,92,71,-2,3,2010000
Mosciski,92,86,4,3,1337000
Kilback,85,93,1,-1,2094000
Streich,81,91,1,1,1389000
Donnelly,73,71,-1,1,1170000
Carroll,82,97,2,3,1184000
Macejkovic,71,76,4,1,1213000
McDermott,84,87,4,-3,1630000
Abernathy,71,96,1,-1,1443000
Purdy,83,70,0,0,2195000
Yost,71,82,-3,1,2097000
Kuhn,70,89,0,3,1231000
Kassulke,90,87,3,-1,1689000
Stoltenberg,87,94,2,1,2130000
Kiehn,79,93,-3,3,1410000
Stehr,93,89,3,0,1271000
Feeney,83,73,2,1,2086000
Schiller,79,95,-1,1,1418000
Rosenbaum,85,86,4,2,2149000
Renner,71,88,4,0,2082000
Heidenreich,84,77,-2,-3,1341000
Walsh,91,99,4,4,1164000
Towne,86,93,-2,-1,1632000
Kerluke,85,91,-1,-3,1680000
Boyer,77,84,0,-2,1291000
Schowalter,87,99,1,2,1165000
Kreiger,92,71,-3,3,1155000
Howe,84,87,-2,2,2066000
Graham,80,90,1,0,1507000
Kuhlman,86,84,-2,-1,1428000
Greenfelder,71,77,4,1,1713000
Luettgen,82,78,0,-3,1339000
Kunze,85,71,0,2,1647000
Reynolds,94,75,-1,0,1849000
Ullrich,77,93,-3,-3,2199000
Hegmann,77,84,-1,-3,2196000
Langosh,90,96,-2,-2,1831000
Huel,84,79,4,4,1585000
Gibson,71,82,-2,3,2036000
Lynch,99,74,1,-1,1607000
Kohler,94,72,-1,0,1994000
Von,86,92,-2,0,2025000
Casper,93,83,4,-1,1106000
Crist,80,91,-2,4,1181000
Considine,88,87,2,3,1330000
Cassin,95,82,-3,-1,1235000
Wintheiser,96,70,2,-2,1364000
Blick,71,79,-1,1,1696000
Schmitt,90,92,-1,-1,2017000
Dare,98,96,-2,-2,1128000
Heaney,71,95,-3,-3,2106000
Koch,82,96,1,-1,1653000
Rolfson,91,87,0,1,1713000
Sipes,92,95,4,1,1799000
Mann,92,72,-1,1,1145000
Spinka,92,86,2,-1,1865000
Reichel,92,86,0,1,1627000
Gutkowski,96,93,-1,2,2144000
Cronin,86,86,2,-1,1275000
Kertzmann,98,85,-1,-2,1457000
Emard,77,84,4,3,1773000
Strosin,90,73,-2,4,1528000
Flatley,74,79,-3,4,1467000
Streich,72,96,2,-1,1475000
Kling,74,99,3,2,1784000
Kuvalis,81,79,3,1,1233000
Aufderhar,89,90,0,0,1749000
Thiel,86,80,3,0,1654000
Macejkovic,95,77,4,-2,1507000
Balistreri,91,81,0,3,1965000
Sauer,72,78,0,0,1897000
Bartell,80,76,4,-1,1837000
King,81,81,2,3,1146000
Quitzon,85,96,4,2,1330000
Will,77,98,0,0,1207000
Witting,88,86,2,3,1141000
Cormier,91,86,-2,2,1850000
Cummerata,92,80,2,3,1179000
Breitenberg,75,80,3,0,1262000
Harris,97,76,4,-3,1639000
Kshlerin,75,74,-3,2,1734000
Botsford,98,85,4,4,2013000
Okuneva,89,93,4,0,1272000
Beatty,79,90,-3,1,1576000
Abernathy,83,82,2,2,1712000
Parisian,71,83,2,-2,1560000
Kling,80,92,2,0,1842000
Rohan,78,92,4,4,1418000
Hills,97,84,3,-3,1647000
Dibbert,84,86,2,3,1714000
O'Conner,92,91,-2,0,1564000
Bode,88,83,3,-2,1121000
Mayert,80,95,-1,-3,2037000
Kshlerin,88,71,4,4,1604000
Muller,89,78,0,4,2041000
Hartmann,89,72,3,-1,1314000
Hahn,85,88,-1,2,1962000
Green,99,81,0,3,2020000
Conroy,88,99,4,1,1191000
Schuster,78,74,1,2,1650000
Brekke,81,95,3,-1,1187000
Cartwright,80,75,2,-1,2180000
Wintheiser,79,99,1,-1,2023000
Torp,74,86,-1,-3,2114000
Marvin,94,95,-2,-1,1143000
Murphy,74,80,-1,4,2158000
Lynch,85,89,0,2,2037000
McKenzie,84,94,3,0,1816000
Lubowitz,87,96,-2,3,2176000
Spinka,72,75,3,0,1375000
Lesch,92,72,3,2,2149000
Barton,94,82,0,1,2089000
Hahn,79,92,-1,-1,1744000
Romaguera,91,91,-2,-3,1776000
Brakus,79,77,-3,1,2156000
Ledner,92,99,4,-3,2119000
Swaniawski,86,73,4,2,1188000
Russel,97,79,0,-3,1278000
Mraz,79,75,2,3,1522000
Blanda,92,92,-1,0,1567000
Pacocha,94,86,-2,-3,1633000
Weimann,83,94,-2,3,1366000
Lebsack,90,75,0,-3,1235000
Boyle,97,96,-1,2,1769000
Kling,87,71,2,0,1490000
Zieme,89,71,0,3,1864000
Towne,94,84,1,-1,1141000
Koch,87,80,-3,0,1702000
Bednar,71,82,-3,-3,2160000
Gleason,96,87,-1,3,1811000
Nienow,81,95,3,2,1564000
Hansen,72,75,3,-3,1383000
Labadie,96,95,-1,-1,1788000
Orn,87,73,-1,1,1886000
Hammes,93,84,-1,-2,1862000
D'Amore,98,85,1,-1,1195000
O'Hara,78,83,4,-2,1310000
Tromp,95,74,2,-1,1747000
Pollich,89,72,-1,-2,1686000
Ledner,74,86,4,3,2195000
Hartmann,82,97,-2,-1,1723000
Rath,84,85,3,0,1752000
Kiehn,97,74,-2,4,1763000
Hirthe,90,87,-2,1,2123000
Konopelski,86,78,-2,-3,1242000
Mante,95,95,0,0,1309000
Paucek,82,88,1,2,1299000
Raynor,75,82,-3,1,1224000
Goodwin,92,91,-3,-3,1397000
Corwin,91,80,1,4,1131000
Will,83,78,3,2,1646000
Bashirian,75,73,-1,-1,2103000
Fritsch,96,80,3,3,1158000
Marvin,85,78,1,-3,1958000
Monahan,83,86,1,-2,1736000
Ledner,70,98,-2,4,1941000
Rogahn,90,77,4,2,1803000
Kling,96,92,3,-1,1928000
Quitzon,78,72,3,0,2094000
Schiller,95,92,3,-1,1530000
Wuckert,87,85,0,0,1700000
Hoeger,83,85,2,2,1733000
Breitenberg,89,84,-2,-3,1941000
Dibbert,71,88,-3,3,1445000
Berge,92,75,4,-3,1190000
Greenfelder,94,98,1,-2,1383000
Bashirian,71,75,1,-2,1288000
Schaefer,76,81,-1,3,1845000
Bogisich,79,82,0,-1,1136000
Kertzmann,81,95,2,-2,1925000
Sporer,98,79,-2,3,2199000
Reynolds,84,87,0,3,2033000
Considine,70,74,-3,2,1326000
Cormier,96,77,0,-3,1980000
Daugherty,75,73,2,0,1322000
Schroeder,88,74,-3,1,1892000
Moen,87,71,1,1,1419000
Corwin,89,79,4,-1,1874000
Block,80,82,2,-3,2034000
Rohan,93,99,-2,-2,1671000
Kihn,84,70,2,1,1568000
Beier,96,72,2,-3,1966000
Greenfelder,73,98,3,4,1556000
Cassin,78,89,-1,-1,1775000
Marvin,97,70,-3,2,1327000
Batz,87,72,0,3,2050000
Pfeffer,86,90,1,4,1922000
Reichel,77,99,-1,-1,2032000
Walsh,83,96,-2,-3,1182000
Denesik,92,92,1,3,1467000
Lockman,80,98,4,1,1242000
Gibson,90,89,1,-3,1241000
McKenzie,90,89,-3,1,1341000
Turner,90,95,2,1,1603000
Abshire,75,80,-3,-2,2005000
Rippin,99,72,3,-2,2010000
Wintheiser,97,74,-3,-2,1581000
Hermiston,81,91,-3,4,1656000
Collins,95,90,0,1,1217000
Mohr,94,94,4,-1,1710000
Hermann,87,80,4,3,1316000
Hills,80,74,-3,4,1539000
Torphy,99,89,1,3,1784000
Kemmer,76,80,-1,4,1727000
Jenkins,99,74,1,2,1930000
Greenfelder,87,81,-2,4,1156000
Greenfelder,90,90,-1,0,1942000
Fadel,82,93,-3,-1,1759000
Koelpin,85,73,4,3,1381000
Wolff,95,84,-3,-1,2107000
MacGyver,96,77,-3,4,1759000
Wilderman,85,75,-1,-1,1810000
Witting,95,83,-2,2,2102000
Marquardt,86,97,-2,4,1294000
Barrows,83,88,3,4,1183000
Dickens,70,76,0,-3,2138000
Hayes,98,74,-3,0,2031000
Osinski,98,79,-2,-2,2076000
Heaney,71,70,3,-1,1783000
Murazik,96,74,3,4,1339000
Stamm,94,73,-3,-2,1615000
Kessler,81,73,4,4,1612000
Hoeger,71,89,-1,0,2164000
Fisher,77,81,1,4,1601000
Champlin,78,95,3,0,1717000
Trantow,80,99,3,3,1471000
Leannon,96,90,-3,-2,1615000
Hilpert,72,96,4,2,2046000
Bergnaum,89,73,1,-1,1989000
Powlowski,92,70,-3,4,1447000
Turner,94,70,1,3,1146000
Runte,84,77,-1,4,1448000
Kautzer,72,72,2,-1,1614000
Considine,87,90,4,-3,1136000
Sauer,88,83,-3,-2,1587000
Cronin,99,89,-1,0,1155000
Hayes,71,75,-1,4,1647000
Rice,74,98,0,2,1615000
Bartoletti,75,91,1,0,1212000
Abbott,96,73,0,-1,1256000
Beier,83,72,2,-3,1276000
Gorczany,95,95,1,4,2195000
Hahn,70,87,3,-3,2167000
Zieme,75,98,3,0,1335000
Reynolds,99,77,4,-2,1925000
D'Amore,70,74,-2,-3,2161000
Heathcote,90,84,-3,4,2089000
Larkin,79,78,-1,3,1169000
Emard,82,75,-1,-2,2125000
Quitzon,78,92,1,3,1509000
Dare,78,83,4,3,1777000
Koss,85,80,1,-2,2118000
Corwin,99,73,-3,0,2052000
Okuneva,91,94,-2,4,1875000
Klocko,77,79,2,3,1173000
Bashirian,97,77,1,1,1144000
Schoen,75,89,4,-2,2010000
Hoppe,80,90,-2,-1,1913000
Reilly,72,71,4,0,1382000
Lang,83,91,-2,-1,1342000
Thiel,90,81,0,0,2147000
Huels,91,98,-1,-1,1212000
Rolfson,99,75,4,1,1364000
Roberts,77,80,-3,2,1202000
Wintheiser,96,97,-3,1,1979000
Lockman,73,85,0,1,1455000
Russel,81,72,0,-3,1102000
Corwin,89,97,-1,3,1367000
Cronin,94,80,-2,-3,1872000
Torp,99,82,0,1,1638000
Bailey,90,70,-2,-1,2009000
Fisher,88,71,0,3,1404000
Kshlerin,87,93,4,1,1820000
Howe,79,71,-2,-2,1915000
Nicolas,79,72,3,4,1100000
Nienow,73,78,1,-1,1139000
Bailey,80,86,-3,4,1121000
Davis,99,99,4,4,1202000
Littel,80,86,4,4,1996000
Leffler,85,93,-1,-2,2082000
Rolfson,83,83,-2,-2,1648000
Smitham,78,79,-1,0,1486000
Krajcik,79,96,-3,-2,1824000
Grimes,94,95,-3,-1,1997000
Labadie,90,87,2,3,1333000
Funk,98,93,3,-3,2029000
Trantow,97,86,1,-2,1870000
O'Connell,90,79,0,3,1345000
Harvey,93,84,-2,0,1917000
Gislason,83,85,1,1,1422000
Simonis,85,98,0,4,1979000
Greenfelder,75,84,1,-3,1820000
Koss,74,81,4,0,1882000
Jacobson,74,83,-2,-3,1559000
Upton,92,70,-3,3,1336000
Bartell,76,99,4,3,2059000
Haag,77,98,-3,3,1908000
Macejkovic,79,90,4,1,1347000
Gutkowski,97,84,4,-1,1406000
Glover,72,71,-2,-2,1813000
Bernhard,97,86,3,-1,2141000
McGlynn,78,78,-2,1,1201000
Sipes,73,85,3,0,1962000
Abernathy,74,88,4,0,1560000
Rodriguez,74,93,1,3,1489000
Dare,71,80,-2,1,1273000
Ernser,89,76,3,0,1748000
Conroy,70,85,-1,1,2183000
Schulist,89,77,-2,-1,1494000
Beier,98,76,4,0,1395000
Kunze,85,95,-1,-1,1975000
Sporer,97,91,0,4,1609000
Schultz,97,70,0,0,1297000
Emmerich,98,76,-2,3,1542000
Towne,82,92,2,3,1451000
Cummerata,98,83,2,0,1157000
Luettgen,87,74,1,1,1758000
Hegmann,92,94,1,2,1887000
Thiel,84,88,-1,4,1731000
Halvorson,99,92,-2,-1,1770000
Lesch,86,74,0,3,1436000
Ortiz,88,77,-1,-1,1299000
Braun,79,90,1,1,1176000
Schmitt,76,90,0,-1,1608000
Wilderman,90,82,-3,-2,1821000
Dickens,83,95,3,4,1593000
Gorczany,91,83,0,1,1842000
Mann,89,92,-2,1,1484000
Cronin,86,73,4,3,2022000
Senger,75,95,-2,1,2040000
Thompson,98,75,4,2,2111000
Kovacek,84,96,-3,4,1897000
Kovacek,78,74,-2,-3,1612000
Gulgowski,82,77,-3,2,2079000
Kutch,83,72,-2,1,1545000
Wolf,82,87,-3,-2,1387000
Kuvalis,99,91,0,4,1394000
Mann,95,95,2,3,1878000
Robel,73,89,1,3,2110000
Schroeder,80,72,-2,-1,2175000
Price,98,98,-3,0,1362000
Muller,99,96,0,1,1775000
Russel,82,96,-2,-3,1687000
Stracke,98,83,-1,0,1992000
Crooks,75,80,0,4,1879000
Kuvalis,77,78,1,-2,1502000
Bosco,82,94,4,0,1881000
Stoltenberg,84,85,-2,-3,1675000
Gorczany,70,95,1,2,1870000
Conn,96,87,-2,0,1521000
Hudson,85,84,4,-3,1311000
Schroeder,70,72,1,-3,1275000
Herman,81,85,3,-3,2099000
Mayert,95,74,-1,-1,1791000
Kirlin,98,87,1,-1,1881000
Rodriguez,77,83,2,1,1406000
Stokes,73,79,3,-2,2001000
Rosenbaum,77,75,-2,2,1223000
Kreiger,71,79,-1,-2,1891000
Flatley,74,95,2,-1,1728000
Zemlak,75,76,-2,2,1138000
Goldner,78,84,3,2,2067000
Welch,87,70,4,-1,1643000
Kuhn,72,98,1,3,1453000
Kessler,74,72,3,4,1973000
Predovic,75,96,0,-3,1893000
Harber,96,93,-2,-2,1697000
Howe,83,79,-2,4,2129000
Walker,92,72,2,-3,1217000
Murphy,93,72,0,4,1507000
Greenfelder,91,77,0,3,1778000
Carter,86,99,-1,1,1439000
Runte,88,82,2,-3,1793000
Reinger,82,73,-1,2,2070000
Maggio,85,89,1,0,1687000
Gleichner,72,99,1,1,1338000
Morissette,99,94,2,2,1604000
Schmidt,71,94,4,-1,1557000
Sipes,90,91,0,1,2075000
Schowalter,76,88,-1,3,1438000
Stracke,90,83,-1,3,1199000
Dietrich,75,77,2,-3,1998000
Kessler,96,82,-1,3,2198000
Larkin,96,79,-1,-1,1388000
Shields,87,77,-3,2,1827000
McLaughlin,74,70,0,2,1697000
Ernser,94,84,4,0,1429000
Homenick,75,75,-1,2,1507000
Schimmel,91,88,0,-2,2080000
Hansen,91,96,1,-3,1933000
Barton,84,75,3,4,2037000
Wunsch,73,74,-1,4,1585000
Greenholt,82,80,2,-2,2129000
Streich,91,70,-2,3,1130000
Bergstrom,76,74,-1,-3,1376000
Conroy,96,87,0,-1,1249000
Koepp,87,82,-2,4,1195000
Schuster,94,86,3,1,1651000
Langworth,83,77,-3,-3,1535000
Jast,99,73,-2,1,1350000
Heller,78,88,0,-1,2130000
Morissette,84,72,2,3,2049000
Dach,92,70,2,-1,1707000
Jaskolski,90,96,0,2,1242000
Lindgren,89,86,-3,0,1357000
Runolfsdottir,96,88,1,2,1301000
Stanton,71,81,-1,0,2150000
Cummerata,73,87,2,4,1483000
Dare,99,72,-3,-1,2147000
Pouros,80,80,4,-2,1826000
Spinka,95,81,-1,2,1144000
Kuhlman,76,83,-3,-1,1359000
Kilback,96,80,-2,1,1986000
Lakin,74,83,4,-1,2116000
Hegmann,74,84,-3,1,1709000
Kub,95,94,0,2,2095000
Kuvalis,73,75,3,2,1322000
Gaylord,94,85,0,3,1657000
Anderson,74,73,0,-2,2030000
Predovic,94,75,-1,-1,1207000
Muller,81,81,4,3,1965000
Lowe,70,97,-1,3,1260000
Bayer,74,79,-3,-2,2113000
Kessler,97,94,-2,-1,2135000
Halvorson,82,88,0,-2,1194000
Beahan,70,91,4,-1,1344000
Schmeler,89,92,1,4,1818000
Thompson,70,87,-2,-3,1457000
Yundt,81,94,-3,-3,1963000
Windler,86,83,1,2,1818000
Kihn,92,72,-3,-1,1403000
Heaney,82,97,2,-2,2036000
Hamill,97,78,2,1,1739000
Moen,88,75,4,1,1723000
Murazik,75,83,-2,4,1620000
Rutherford,97,78,4,-2,2141000
Jerde,85,80,1,4,2054000
Conn,99,80,2,3,1717000
Leffler,93,77,-1,2,2098000
Cummings,99,71,2,-2,1157000
