NAME,TRANSITSCORE,WALKSCORE,VALUEINCREASEPAST,VALUEINCREASEFUTURE,MEDIANVALUE
Jakubowski,73,91,-3,3,1839000
Goodwin,99,87,4,1,1291000
Spencer,90,86,0,0,1324000
Kunze,77,79,0,-3,1432000
Rowe,89,76,4,-3,1287000
Christiansen,83,87,-3,-3,1659000
Schuster,89,87,4,1,1935000
Hodkiewicz,72,84,-1,0,2036000
Hammes,92,82,1,-3,1433000
Vandervort,99,71,3,-1,2132000
Klein,70,96,-3,1,1942000
Herzog,88,94,2,4,1321000
Haag,84,93,-1,-2,1843000
Reynolds,93,87,-3,2,1648000
Brown,92,73,0,2,1994000
Dickens,77,72,0,1,1525000
Hills,76,79,3,-1,1224000
Huels,74,89,2,3,2144000
Hoppe,99,80,-2,-1,1392000
Lakin,73,74,1,4,1642000
Rice,84,72,2,-3,2020000
Rohan,90,84,-3,4,1596000
Carroll,99,95,-3,3,2013000
King,76,93,4,-2,1493000
Pfannerstill,83,80,-3,0,1550000
Keeling,82,94,1,3,1296000
Kemmer,89,70,2,1,2006000
Von,91,96,3,4,1335000
Fay,81,94,3,4,1295000
McGlynn,77,93,-2,1,1193000
Terry,98,94,4,2,2153000
O'Keefe,97,81,-3,-1,1745000
Jones,90,91,-2,2,1778000
Durgan,72,87,3,3,1793000
MacGyver,82,78,0,4,1165000
Turner,88,75,0,3,1783000
Beier,96,79,2,1,1132000
Keeling,90,81,1,4,2102000
Monahan,78,78,1,-1,2049000
Corwin,87,72,4,1,1688000
Schaden,88,87,-1,-3,1261000
Dach,86,71,-2,3,1988000
Considine,78,90,4,4,1193000
Welch,74,87,-1,-1,1117000
Schroeder,76,85,4,4,1524000
Harris,91,74,-3,-2,1392000
Armstrong,91,70,-2,-2,2036000
Walsh,95,73,0,0,1309000
Rau,98,85,-3,3,1706000
Rippin,82,87,3,4,1591000
Price,93,97,3,2,1402000
Wiza,75,94,-3,-1,1132000
McLaughlin,84,85,3,1,1543000
Heidenreich,92,72,-1,4,1576000
Abernathy,91,73,-1,-2,1796000
Johnson,97,99,2,-2,1974000
Lubowitz,75,90,-2,3,1404000
Lockman,85,71,-1,2,1252000
Smitham,85,79,-1,-1,1340000
Kunde,79,92,3,-2,1276000
Prohaska,74,93,1,3,1979000
Schulist,80,83,-2,4,1445000
Thiel,81,92,-2,0,1452000
Nikolaus,96,94,-2,3,2156000
Bauch,85,94,-2,3,2002000
Mertz,79,78,-3,-3,1453000
Simonis,81,84,3,2,1106000
Considine,74,97,-1,2,1158000
Zemlak,95,71,0,-1,1801000
Schultz,95,83,0,3,1684000
Brekke,75,99,2,0,1116000
Witting,80,73,3,-3,1867000
Towne,70,70,-2,-1,1884000
Windler,83,73,-2,0,1223000
Rohan,91,79,-3,0,2088000
Ledner,74,92,4,-1,1596000
Leannon,86,75,1,-1,2193000
Murphy,85,78,3,-2,1864000
Bergstrom,88,99,-1,0,1231000
King,74,81,3,2,1454000
Romaguera,98,93,-3,2,1629000
Labadie,79,80,2,1,1595000
Prohaska,73,78,1,2,1144000
Turcotte,75,88,-3,-2,1947000
Hane,94,98,2,-1,1155000
Anderson,71,95,3,-2,1234000
Padberg,82,89,-1,4,1697000
Veum,72,79,2,-1,1101000
Borer,97,74,3,-2,1188000
Doyle,83,96,-3,2,1149000
Walker,87,97,-3,-1,1505000
Carter,70,75,-3,-3,1818000
Schinner,84,78,-2,1,2184000
Hoeger,72,98,1,-3,1239000
Kemmer,85,97,1,-1,1928000
Ratke,90,82,-1,-1,1360000
Leffler,71,73,1,-3,1544000
Bogan,75,89,3,1,1869000
Gleichner,89,70,2,3,1483000
Wiza,94,77,-1,1,1234000
Klein,83,80,0,-1,2006000
Thompson,82,78,3,4,1405000
Wolf,76,95,-1,1,1434000
Gusikowski,73,89,3,0,1272000
Labadie,75,91,1,-2,1487000
Medhurst,96,96,1,3,2198000
Stroman,74,82,-1,4,2135000
Hyatt,92,98,-3,1,1417000
Gibson,74,82,2,3,1718000
Rolfson,90,83,-1,-1,1355000
Hilll,93,80,-3,-1,1442000
Kohler,75,91,-1,1,1337000
Ankunding,73,82,4,-3,2126000
Schamberger,92,86,4,-2,2054000
Skiles,86,90,3,3,1703000
Reichel,89,80,0,2,1493000
Schmitt,90,76,3,1,1426000
Metz,80,79,-2,-1,2112000
Graham,95,91,-2,-2,1632000
Block,83,74,4,-3,1144000
Bosco,83,74,4,-2,1624000
Heathcote,97,83,1,-2,1853000
Gerlach,96,97,1,4,1314000
Little,70,79,4,-1,1432000
Heathcote,87,91,-3,0,1986000
Hagenes,92,82,-2,4,2035000
Eichmann,76,80,-1,-3,1868000
Robel,77,71,4,1,1356000
Kuhlman,74,79,0,-2,1240000
Stokes,90,97,-2,0,2061000
Bauch,96,84,4,-1,1444000
Mosciski,93,90,-2,-1,1694000
Bins,73,94,-1,0,1150000
Leannon,85,85,1,0,2042000
Thiel,74,83,2,0,1357000
Bednar,90,82,1,3,2034000
Welch,74,83,1,1,2171000
Thompson,93,88,-2,0,1167000
Spinka,96,82,-3,3,1260000
Gerlach,83,84,-1,2,2038000
Buckridge,76,88,-2,-1,1522000
Graham,80,98,0,0,1679000
Gleichner,88,77,3,-1,1561000
Gottlieb,95,93,3,-1,1689000
Romaguera,76,98,4,-3,2020000
Marvin,73,99,0,0,1105000
Herzog,76,97,-3,3,1852000
Ritchie,73,78,-1,0,1828000
Boyle,74,73,0,3,1791000
Funk,90,84,0,-2,1337000
Gleason,85,73,-1,0,1970000
Powlowski,89,77,3,1,1283000
Jenkins,81,90,0,0,1554000
Block,92,92,3,4,1371000
Kuphal,79,90,2,1,2194000
Towne,94,87,-2,-2,1631000
Kuhn,92,90,-3,-1,2085000
Stark,92,77,2,-2,2011000
Koepp,82,85,-3,2,1674000
Hauck,92,88,4,0,1530000
Predovic,98,84,-3,3,2177000
Ward,74,89,0,-2,2086000
Bayer,97,79,-2,4,1754000
Jerde,84,84,0,1,1409000
Renner,70,94,4,-2,2194000
Wehner,78,97,0,-1,1962000
Rolfson,77,99,3,0,1957000
Greenholt,76,79,1,-2,1975000
Stiedemann,99,76,-3,-3,1368000
Friesen,83,95,1,2,2002000
Parker,81,89,-1,-3,1361000
O'Hara,91,96,-2,-3,1582000
Hudson,83,70,-1,4,1331000
Brown,85,83,4,2,1209000
Rogahn,94,85,-2,4,2146000
Williamson,78,84,3,1,1985000
Buckridge,78,72,4,0,1845000
Corwin,86,99,1,-2,1183000
Jerde,77,95,3,-3,1521000
Herzog,91,83,-2,-2,1102000
Weissnat,92,80,4,0,1154000
Haley,75,74,1,-2,1408000
Rodriguez,74,83,-3,4,1603000
King,77,85,4,1,1660000
Marquardt,83,91,4,2,1268000
Okuneva,70,90,-3,-3,2135000
Rolfson,83,91,-3,-3,1730000
Hickle,90,88,0,2,1195000
MacGyver,95,94,-3,1,1520000
Mraz,74,99,0,2,1481000
Kautzer,84,87,0,4,1952000
Adams,89,97,2,-2,2170000
Rodriguez,76,98,0,4,1104000
Mills,74,99,-1,-1,1371000
Kohler,93,75,-3,1,1758000
Braun,96,88,3,-2,1374000
Kozey,82,96,2,4,1158000
Bogan,79,85,4,2,1464000
Bernhard,82,95,-1,-3,1560000
Schimmel,82,74,3,2,1692000
Denesik,98,91,1,4,1284000
Padberg,71,83,3,-1,2177000
Schinner,84,97,0,-3,1383000
Denesik,89,80,-2,1,1262000
Waters,97,99,-2,0,1164000
Toy,83,87,-2,4,1435000
Hauck,74,86,-3,-3,1883000
Powlowski,84,94,0,3,1765000
Schulist,98,84,-2,-3,1602000
Nitzsche,75,79,0,-2,1627000
Maggio,89,72,-2,2,2197000
Goyette,94,97,-1,-1,2078000
Gorczany,75,71,0,1,1724000
Bradtke,97,80,4,2,1647000
Stark,99,89,2,-2,1710000
Sauer,95,89,-2,2,1603000
Fritsch,98,97,4,-1,1128000
Pollich,74,84,4,3,1274000
Bernhard,94,95,1,0,1802000
Harvey,90,77,4,-3,1283000
Bartoletti,77,92,0,1,1638000
Schmeler,72,76,0,4,1572000
Wisozk,86,93,-2,-1,1207000
Maggio,88,79,1,3,1493000
Conroy,99,97,3,-2,1407000
Reichert,95,70,2,4,1170000
Friesen,96,79,4,0,1615000
Hyatt,89,81,0,-1,1585000
Barrows,74,94,-2,2,1998000
Rogahn,84,80,2,4,1597000
Hettinger,80,80,1,2,1822000
Schoen,89,96,3,0,1154000
Mosciski,71,86,0,0,1274000
Hickle,89,76,0,4,1186000
Durgan,71,74,-1,-3,1827000
Ernser,87,81,-2,4,1796000
Wolf,74,72,4,-2,1111000
Lockman,95,75,4,-1,1443000
Gislason,80,72,-2,-1,1960000
Ernser,97,73,1,4,1644000
Jacobs,95,76,-1,0,1301000
Kshlerin,80,95,-2,-1,1769000
Johnson,88,71,4,-3,1478000
Brekke,98,71,-2,2,2052000
Padberg,92,91,4,0,1808000
Williamson,91,75,4,-3,1566000
Watsica,99,73,1,1,2178000
Kohler,74,87,1,0,2117000
Pagac,71,85,-2,-1,1632000
Gorczany,87,70,4,3,1230000
Herman,86,99,4,-2,1860000
Kiehn,71,87,0,0,1173000
Torphy,96,88,-1,3,2019000
Turcotte,84,73,3,2,1374000
Lemke,82,85,3,-3,2171000
Labadie,81,87,1,4,1734000
Cruickshank,74,90,-2,-3,1710000
Bahringer,91,85,1,-1,1895000
Stracke,91,71,-3,2,1721000
Huels,74,79,-3,1,1368000
Adams,71,96,3,-1,2104000
Jast,76,93,-1,3,1736000
Altenwerth,94,99,2,4,1932000
Langosh,72,91,-3,0,1428000
Blanda,72,96,-3,3,1297000
Kreiger,98,91,-1,-2,1889000
Quigley,93,73,2,0,1621000
Rohan,73,74,-2,2,1407000
Cummerata,71,82,2,4,1967000
Nolan,82,74,-1,1,2046000
Rice,87,97,-1,3,1835000
Schneider,97,86,4,-1,2066000
Frami,81,70,-2,4,1132000
Pfannerstill,91,95,1,4,1822000
Price,73,77,-2,1,1276000
Gislason,82,78,-2,4,1496000
VonRueden,77,80,0,2,1161000
Greenfelder,99,82,0,-2,1334000
Rohan,93,86,4,-2,1937000
Reichel,76,85,0,2,1151000
Towne,83,93,2,1,2123000
Hammes,77,86,-1,-3,1778000
Tromp,83,86,4,4,2148000
Connelly,96,97,-1,-2,1563000
Welch,90,91,-2,-3,2098000
Hagenes,93,78,2,0,1371000
Kertzmann,85,97,4,0,2023000
Wolff,71,73,3,-1,1806000
Littel,83,73,2,2,1497000
Becker,91,78,3,4,1157000
Franecki,92,73,-3,-3,1613000
Graham,74,99,-1,2,1985000
Sporer,94,73,-2,2,1506000
Kuhic,88,96,3,-3,1266000
Effertz,75,86,1,-2,1333000
Luettgen,87,82,0,-1,1146000
Hauck,74,74,1,3,1380000
Grady,77,88,-3,2,1107000
Lueilwitz,93,82,0,1,2029000
Braun,97,88,1,2,1819000
Schowalter,76,79,-3,-3,1174000
Hansen,82,83,2,3,1965000
Haley,93,82,-1,0,1597000
Gulgowski,91,73,4,1,1853000
Hoeger,83,94,2,-1,1105000
Wisoky,73,91,-1,1,1820000
Watsica,91,99,0,1,1765000
Sipes,90,96,2,-1,1965000
Torp,70,86,0,0,2106000
Block,85,76,0,2,1168000
Kutch,84,88,-2,1,1799000
Larkin,90,88,-1,-1,1745000
Heaney,72,88,0,-3,1959000
Kunde,82,72,2,-1,2147000
Ruecker,78,96,-1,0,1238000
Considine,73,99,2,-1,1437000
King,76,83,2,0,2154000
Romaguera,98,90,2,-3,1723000
Kassulke,93,92,-2,3,2091000
Buckridge,78,74,-3,2,1194000
Durgan,98,94,-1,0,1361000
Erdman,80,94,-2,0,1956000
Simonis,73,94,0,1,1791000
Leffler,74,84,2,2,1446000
Hansen,87,82,0,-1,1306000
Douglas,79,82,-1,-2,1424000
Kirlin,74,80,0,1,2117000
Witting,70,88,-2,0,1585000
Treutel,95,84,0,-3,1110000
Hahn,89,78,0,2,1965000
Jacobi,86,80,1,-2,1699000
Barrows,77,92,4,3,1932000
Pouros,92,83,-2,-2,1311000
Ankunding,85,81,2,-2,1332000
Howe,76,88,2,2,1685000
Osinski,87,76,-2,0,1368000
Murphy,99,93,-1,0,1505000
Turcotte,73,93,1,-2,1971000
Wunsch,70,75,-3,0,1634000
Kunze,87,88,1,-1,1296000
Leffler,99,86,-3,-2,2045000
Ondricka,76,81,1,-3,1545000
Littel,97,85,1,2,2010000
Zboncak,79,74,3,0,1506000
Dietrich,76,86,-3,-1,1193000
Huel,81,95,-1,-2,1387000
Oberbrunner,80,92,-3,-3,1798000
Cormier,76,70,-1,-1,1660000
Roob,77,91,-2,1,1957000
Abbott,86,88,-2,1,1640000
Sporer,80,71,-1,1,1160000
Hamill,87,73,-3,-1,1933000
Buckridge,77,72,2,0,1465000
Konopelski,82,97,3,0,1227000
Dicki,76,90,-3,2,1797000
Dietrich,79,79,-2,0,1641000
Kemmer,71,75,-1,2,1370000
Lesch,90,81,2,-3,1349000
Keeling,86,80,0,2,2044000
Block,72,76,2,-3,1178000
Kutch,96,97,-2,1,1679000
Waelchi,70,72,0,3,1976000
Mohr,98,91,3,4,1752000
Cronin,90,82,1,-2,2016000
Brown,90,74,-2,3,1682000
Ernser,97,76,-1,1,1849000
Wintheiser,79,83,-3,3,1352000
Orn,95,73,1,0,1752000
Conn,71,96,-2,-2,1267000
Erdman,90,86,-2,-1,1599000
Davis,75,93,-2,0,2130000
Schoen,83,82,-3,-2,2139000
Schaden,74,72,-1,3,1531000
Collier,93,73,4,-1,1979000
Bogan,82,71,-1,-3,1676000
Bruen,94,87,-3,0,1845000
Von,75,83,1,2,1952000
Bradtke,85,97,-1,0,1932000
Kuvalis,78,88,0,-1,1422000
Cassin,99,74,1,2,1527000
Gleason,95,92,0,-3,2069000
Flatley,79,82,3,3,1142000
Olson,86,78,3,3,1183000
Littel,99,75,0,-2,1155000
Eichmann,78,97,3,3,1105000
Ortiz,99,73,-2,2,1713000
Borer,91,79,1,2,2076000
McGlynn,90,91,0,3,1601000
Schmitt,85,79,1,2,1969000
Daugherty,89,93,0,-2,1264000
Marquardt,92,80,-3,4,1409000
VonRueden,91,95,2,-1,1619000
Pagac,91,70,3,-1,1174000
Bauch,84,90,2,-2,2099000
Bahringer,93,85,-3,4,1491000
Streich,81,88,-3,2,1766000
Kertzmann,80,96,1,0,1481000
Anderson,89,80,4,2,1147000
Schmitt,71,82,-1,3,1987000
Kirlin,73,88,0,1,1392000
Nikolaus,87,95,-1,0,1929000
Goldner,76,82,0,3,1661000
Connelly,75,76,3,1,1187000
Rau,92,95,-1,-1,1226000
Zboncak,89,95,-3,-3,1271000
Aufderhar,87,85,1,4,1360000
Auer,85,75,0,4,2052000
Hermiston,85,85,1,0,1511000
Gleason,83,91,-3,0,1387000
Cremin,93,72,4,-1,1438000
Corkery,96,72,-2,-2,1314000
Parker,80,84,3,1,2133000
Keeling,93,74,3,-2,1473000
Dickinson,82,79,4,3,1680000
Jaskolski,75,87,-2,4,1296000
Schmitt,95,75,0,-1,1763000
Watsica,90,87,2,-3,1289000
Lebsack,76,97,0,1,1197000
Wiegand,98,81,4,0,1870000
Gusikowski,70,71,1,-1,2176000
Witting,85,77,3,-3,1632000
Jacobi,75,75,0,2,1611000
Labadie,77,91,1,-2,1277000
D'Amore,85,97,-2,0,1707000
Williamson,77,89,4,0,1906000
Mayer,97,91,0,1,2186000
Jaskolski,72,99,-3,1,1905000
Kshlerin,77,74,-1,4,1333000
Bahringer,74,73,2,-2,1956000
Bruen,85,86,-3,-3,1634000
Morissette,95,87,-1,-2,1331000
Roob,77,75,1,1,2008000
Goyette,93,82,3,-1,1645000
Gislason,77,81,3,-2,1148000
Renner,84,88,-3,3,1750000
Russel,77,82,2,-2,1433000
Lynch,99,90,3,-2,2125000
O'Keefe,89,75,4,3,2090000
Cassin,81,84,3,4,1207000
McCullough,73,82,4,0,1655000
Beahan,93,78,2,3,1890000
Runte,90,71,4,3,1507000
Sporer,91,72,-3,-1,1782000
Lebsack,80,93,4,2,1150000
Kunze,71,99,2,-3,1116000
Wyman,70,73,4,2,2025000
Brakus,94,98,0,-2,2095000
Dooley,99,72,-2,1,1386000
Boyer,84,89,3,1,1959000
Anderson,75,71,3,2,1957000
Kuphal,76,95,3,3,1614000
Herzog,76,74,-2,3,1793000
Cormier,92,70,-2,3,1734000
Turcotte,86,92,2,-3,1378000
Schumm,85,82,-1,-1,2088000
Kiehn,95,85,-3,-2,1158000
Haag,85,97,4,3,1701000
Oberbrunner,78,74,3,4,1370000
Heaney,99,95,4,-1,1955000
Conroy,77,94,-3,-1,1839000
Becker,95,90,1,3,1433000
Cruickshank,85,88,-1,3,1311000
Balistreri,86,96,3,-2,1226000
Schumm,90,98,3,2,2018000
Senger,82,96,4,3,1714000
Bernier,91,78,-1,-3,2105000
Donnelly,95,76,-2,1,1618000
Fahey,77,74,-3,1,1366000
Beahan,77,88,-1,3,1475000
Emmerich,75,78,0,-3,1269000
Emmerich,97,77,-2,0,1434000
Borer,70,77,2,0,1785000
Waelchi,83,71,2,0,1886000
Runte,99,85,3,4,1234000
Lakin,72,94,-1,1,1580000
Breitenberg,96,90,2,-2,2079000
Denesik,85,94,-1,2,2038000
Auer,70,71,3,2,1581000
Veum,78,90,-3,3,1702000
Ziemann,98,93,-1,3,1256000
Moen,74,99,3,-3,1666000
Hahn,97,82,2,3,1846000
Orn,74,99,-3,3,1223000
Beatty,83,90,0,3,1601000
Erdman,89,70,3,4,1986000
Maggio,74,91,3,-1,2064000
Bednar,92,95,4,-2,1908000
Dare,74,92,-2,0,1880000
Herzog,92,86,0,-1,1145000
Wisozk,96,74,2,-1,1285000
Kling,95,74,-2,1,2015000
Bradtke,98,73,-1,3,1825000
Abshire,80,93,3,-2,1534000
Ferry,78,94,2,-2,1378000
Fahey,77,81,-3,3,1258000
Huel,88,84,2,-3,1265000
Hegmann,70,93,2,-1,1168000
Schoen,95,72,1,-3,2123000
Hammes,98,77,-3,3,2031000
Raynor,96,84,2,-2,1343000
Schuster,70,85,2,-2,1904000
Koepp,85,83,4,-1,1313000
Bailey,86,83,0,1,1499000
Price,94,76,-2,3,1413000
Spinka,72,99,3,-3,1791000
Adams,89,89,3,2,2175000
Leffler,97,99,-1,-1,1927000
Mann,88,94,4,0,1977000
Wisoky,95,94,-1,0,1391000
Glover,86,82,1,-1,1763000
Osinski,88,98,3,2,1686000
Lind,92,93,1,3,1945000
Armstrong,70,87,4,-3,2112000
Marks,70,72,-1,-1,1808000
Nikolaus,74,99,3,-1,1618000
Watsica,77,83,1,4,2088000
Lubowitz,98,75,-2,-2,1907000
Spencer,93,74,-1,1,1480000
Stehr,92,79,4,-3,1196000
Runte,85,74,-3,-3,1169000
Daugherty,88,93,0,4,1171000
Pouros,73,96,4,-3,2129000
Schaden,79,81,4,0,1925000
Weber,71,71,0,4,1213000
Harris,99,87,1,-1,1385000
Kohler,96,78,0,4,1873000
Senger,71,77,3,1,2089000
Schulist,84,93,-3,-2,1357000
Metz,78,87,4,-1,1668000
Boehm,90,93,4,-3,1160000
Schamberger,83,75,-1,3,1560000
Price,83,96,2,2,1763000
Klein,75,70,2,-1,1651000
Daniel,81,92,-1,1,1810000
Cartwright,77,79,2,-3,1771000
Tremblay,71,91,-2,-1,1871000
Fisher,73,77,-3,3,1647000
Keebler,94,91,3,2,2026000
Bins,71,94,4,4,1308000
Bins,90,95,0,2,2022000
Welch,78,89,0,-3,1990000
Boyer,89,79,3,-2,1631000
Brakus,73,77,-1,3,1872000
Quigley,92,99,2,3,1506000
Stoltenberg,94,71,3,4,1137000
Watsica,76,76,-3,-1,2032000
Reichert,73,95,4,3,1465000
Boehm,70,77,-3,4,1188000
Friesen,99,84,-3,3,1145000
Borer,99,89,4,3,1658000
Cartwright,83,70,3,4,1664000
Konopelski,79,75,-3,2,1230000
Terry,95,73,2,4,2196000
Reichel,91,87,0,4,2090000
Wehner,94,88,2,3,1854000
Reichert,74,83,2,1,1746000
Bernier,91,80,1,-1,1839000
Pagac,81,95,3,0,2094000
Hermiston,70,81,3,1,2082000
Considine,78,77,-3,-1,1730000
Walsh,70,87,-3,-3,1313000
Simonis,80,86,4,4,2049000
Adams,71,79,2,1,1803000
Botsford,94,71,-1,0,1968000
Jones,73,74,3,-3,1319000
Satterfield,74,98,2,-3,1136000
Harber,77,79,3,-2,2058000
Gleichner,88,84,-2,1,1173000
Gutmann,97,90,0,-1,2005000
Lynch,93,87,4,2,2041000
Sawayn,85,75,1,-2,1425000
Windler,89,82,4,-2,2078000
Cassin,85,99,0,4,1846000
Wisozk,89,82,-2,4,1535000
Mraz,89,88,4,-2,1229000
Purdy,78,91,1,-2,1229000
Gorczany,97,96,-2,1,1197000
MacGyver,80,84,-3,2,1367000
Doyle,99,96,2,4,2036000
Little,88,76,-2,-2,2158000
Boehm,97,92,-2,-2,1532000
Bechtelar,77,75,1,-3,1229000
Doyle,98,72,-3,4,1478000
Ferry,82,78,4,2,1103000
Fritsch,91,88,0,0,1885000
Quitzon,84,94,-1,-3,1300000
Sanford,72,72,2,1,1544000
Fay,76,84,-2,4,1777000
Gaylord,92,90,1,3,1513000
Steuber,79,87,0,-3,1840000
Kuhic,87,83,2,-1,1660000
Mohr,84,81,-1,3,1932000
Boehm,96,72,-2,2,2167000
Boyle,84,72,3,-2,1477000
Lesch,81,73,3,3,1289000
Bauch,85,84,4,-1,2087000
Schiller,88,75,4,-2,2073000
Walsh,92,86,4,0,1970000
Schuppe,94,99,0,3,1249000
Little,96,97,-3,2,1774000
Boyle,71,93,3,0,1401000
Hessel,95,80,4,-1,2027000
Pollich,89,78,3,3,1599000
Robel,83,74,-1,-2,1369000
Schinner,97,97,-1,2,1427000
Williamson,72,95,3,4,2149000
Nolan,93,85,4,-1,1573000
Okuneva,82,97,3,-3,1856000
Weber,86,96,1,2,1518000
Schimmel,83,71,-2,-2,1526000
Simonis,96,96,-1,1,1941000
Rath,97,84,0,0,1501000
Abshire,92,83,0,4,1212000
Wintheiser,93,73,1,0,1286000
Volkman,95,88,-2,1,1403000
Brown,90,71,-2,-3,1770000
Champlin,89,84,-3,3,1399000
Zulauf,94,95,3,-3,1152000
Botsford,90,71,4,3,1894000
Kutch,83,91,3,2,1327000
Franecki,85,79,-2,4,1807000
Lind,84,81,3,2,1520000
Grady,88,83,-1,1,1636000
Mayert,86,73,-3,-3,2172000
Stokes,91,97,0,1,1436000
Schneider,96,91,-3,-2,1780000
McCullough,79,85,-1,-3,1830000
Rosenbaum,75,78,-3,3,2128000
Grant,73,80,2,1,1842000
Pfeffer,96,98,2,0,2054000
Stanton,76,98,4,1,1728000
Grant,90,77,0,-3,2174000
Crooks,88,94,1,-3,1745000
Torp,85,75,-1,-1,1521000
Von,94,93,-2,4,1234000
Champlin,75,97,2,3,1467000
Shields,96,97,1,1,2078000
Dach,85,93,0,-1,1119000
Hilll,87,91,4,-3,1129000
Osinski,76,73,-1,2,1271000
Kulas,92,79,2,0,1689000
Williamson,86,95,2,4,1193000
Wisoky,80,98,-3,-3,2152000
