NAME,TRANSITSCORE,WALKSCORE,VALUEINCREASEPAST,VALUEINCREASEFUTURE,MEDIANVALUE
Howell,86,83,-1,1,1948000
Williamson,76,97,1,-1,1947000
Mitchell,74,77,1,0,1245000
Schneider,85,87,1,-2,1319000
Gulgowski,75,83,1,-1,1679000
Reichert,83,86,0,4,1519000
Green,85,73,1,-2,1134000
Lang,92,89,-2,-3,1888000
Hahn,75,97,0,2,1169000
Ferry,72,99,4,3,1392000
Muller,76,75,3,0,1210000
Bashirian,98,79,3,-3,1376000
Abbott,90,90,3,-2,1600000
Gleason,83,94,-2,0,1900000
Schulist,78,86,0,0,1370000
Daugherty,80,89,1,-2,1142000
Kihn,97,92,-3,-2,1643000
Parisian,99,90,1,-1,1652000
Bruen,94,88,-3,4,1481000
Kertzmann,78,74,0,3,1334000
Langosh,81,92,-1,3,1958000
Weimann,83,91,1,2,1432000
Prohaska,88,95,-2,-3,1254000
Emmerich,89,73,3,-1,2131000
Reichel,73,71,0,-3,1146000
Streich,89,87,4,-1,1817000
Corkery,97,92,0,3,1198000
McCullough,77,89,2,1,1449000
Langosh,81,99,-3,4,1446000
Kshlerin,98,92,-2,-3,1881000
Kling,77,99,-2,2,2179000
Padberg,79,79,-2,-3,1101000
Leuschke,97,98,-2,3,1953000
Anderson,91,77,2,1,1446000
Kihn,93,83,1,2,1501000
Mosciski,81,95,3,2,1364000
Tillman,92,95,0,0,1851000
Gutmann,99,83,0,-3,1589000
Bauch,85,72,-3,-3,1259000
Schinner,91,98,4,0,1677000
Hills,91,76,-2,3,1128000
Kuhic,93,98,-1,1,1929000
McDermott,85,94,-2,3,1846000
Heathcote,74,81,-2,1,1656000
Klein,89,92,-2,-3,2027000
Mante,70,96,4,-3,1592000
Herzog,84,70,3,-2,1531000
Yundt,79,93,4,3,1501000
Streich,70,97,-2,2,1644000
Connelly,79,93,1,-3,1260000
Orn,89,73,-2,0,1970000
Nienow,80,93,1,1,1736000
Hahn,99,97,-3,-3,1446000
Lind,80,98,3,0,1474000
DuBuque,79,83,1,2,1409000
Shields,82,96,2,-1,1775000
Kutch,96,71,-1,-3,1988000
Windler,70,77,-1,-1,1442000
Bahringer,88,99,4,-2,1212000
Bins,93,84,-3,-1,1566000
Gibson,78,70,-3,1,1246000
Hamill,71,79,3,3,1739000
Weimann,90,85,1,2,1799000
Metz,85,89,1,3,1499000
Schmitt,78,92,-2,3,1190000
Dietrich,75,86,4,4,1810000
Sipes,98,79,2,1,1468000
Haley,96,72,2,-2,1644000
Metz,93,89,3,-1,1595000
Haley,88,87,-1,-1,1430000
Simonis,89,81,2,4,1953000
Rosenbaum,85,99,1,4,2114000
Feeney,86,97,0,-1,1839000
Moore,97,86,-2,4,1695000
Rau,88,90,3,0,1728000
Collier,83,86,3,-2,1534000
Becker,89,95,1,3,2166000
Jaskolski,77,81,0,-1,1180000
Littel,72,73,1,1,1750000
Schulist,89,88,3,1,1268000
Rodriguez,75,93,2,-2,1394000
Ebert,92,91,1,0,1207000
Predovic,94,83,-3,0,1971000
Denesik,98,88,1,-3,1968000
Cummerata,78,95,3,4,1628000
Gleichner,70,72,0,0,1917000
Cassin,88,95,4,0,1251000
Brekke,95,74,0,-1,1556000
Gerhold,91,97,3,2,1550000
Lang,72,80,-2,3,2096000
Greenholt,94,72,2,0,2030000
Bernhard,90,81,1,0,2190000
Hills,74,74,-1,-3,1962000
Thiel,86,90,1,2,1891000
Hackett,75,98,-1,-3,1246000
Kshlerin,75,87,4,-2,1833000
Bogan,95,96,3,3,1318000
Windler,74,74,-2,0,1986000
Tremblay,72,97,-1,0,1817000
Herman,98,91,3,2,1789000
Reinger,78,81,3,-3,2196000
Hickle,94,77,0,4,1225000
Donnelly,91,95,-2,1,1559000
Nader,75,74,1,1,1522000
Schiller,83,80,4,0,1667000
McCullough,80,75,4,1,1798000
Feest,82,73,3,-1,1924000
Kunde,71,91,0,-2,1311000
Nader,73,89,3,-2,1959000
Hessel,93,97,0,-3,1850000
Ryan,83,92,4,2,1225000
Huel,94,95,0,3,1944000
Kub,80,74,-1,0,1700000
Cole,89,91,0,3,2171000
Mueller,82,70,2,-3,1469000
Sawayn,97,92,2,3,1357000
O'Connell,94,72,-1,4,1445000
Ryan,81,84,-1,3,1182000
Stokes,79,70,0,0,1994000
Bogan,91,87,2,0,1712000
Marvin,78,89,3,3,1911000
Kunze,93,83,-1,1,1523000
Waelchi,88,71,3,3,1699000
Harber,80,89,-2,-2,1976000
Barrows,87,83,-3,4,1369000
Schowalter,76,83,1,-3,1455000
Rogahn,86,91,0,2,2033000
Volkman,87,73,2,-2,2048000
Turcotte,93,87,2,0,1114000
Adams,88,73,-3,2,1560000
Greenholt,80,77,2,0,1597000
Reichert,96,87,2,-3,1878000
Homenick,87,76,2,4,2189000
Lehner,80,95,4,-1,1881000
Beahan,94,90,1,2,1969000
Schuster,92,84,-3,4,1670000
Hartmann,79,92,2,0,1136000
Huel,79,80,0,-3,1371000
Hand,74,75,-3,-2,1667000
McCullough,74,81,4,-3,1778000
Ondricka,89,72,3,1,1250000
Muller,84,70,0,-1,2122000
Schaefer,99,83,-1,2,1765000
Hyatt,93,88,-2,-1,1614000
Emard,99,91,-1,0,1366000
Cruickshank,99,83,4,2,1924000
Sporer,89,94,0,2,1970000
McGlynn,82,73,3,2,1824000
Wisoky,81,95,2,4,2085000
Pacocha,92,97,-3,3,1110000
Von,98,72,4,1,1643000
Aufderhar,77,88,-1,4,2125000
Heller,77,98,1,3,1551000
O'Keefe,90,78,-1,-2,1893000
VonRueden,71,97,1,-3,1306000
Bogan,88,92,-2,4,1985000
Aufderhar,91,93,1,0,1399000
Robel,89,81,2,4,1820000
Zboncak,99,73,0,3,2172000
Tremblay,88,84,2,-2,1315000
Tillman,72,73,-3,-2,2187000
Kunze,98,93,-1,0,2091000
Morar,87,84,2,1,1216000
Berge,96,83,3,-1,1616000
Lindgren,78,98,0,-3,1170000
Schiller,76,83,-1,-3,1592000
McClure,81,85,-1,4,1281000
Prosacco,94,86,1,-1,2139000
Stiedemann,87,86,4,-2,2192000
Reinger,71,90,1,-2,1366000
Marquardt,91,83,-2,2,1319000
Dickinson,90,88,-3,3,1186000
Welch,95,85,0,-3,2063000
Tromp,99,71,-3,1,2106000
Bosco,79,93,0,-3,1479000
Ferry,76,90,3,3,1112000
Berge,89,90,-3,4,1601000
Ratke,93,70,-2,-1,1503000
D'Amore,90,90,3,3,1774000
Schaefer,76,93,1,3,2139000
Crooks,89,81,-2,-1,1525000
Bailey,81,72,1,-1,2166000
Hackett,89,89,0,-3,1533000
Stokes,90,94,3,-2,1605000
Simonis,90,76,-1,0,1527000
Hermiston,94,78,1,1,1781000
Balistreri,70,94,4,1,2127000
Marvin,97,95,-2,3,1893000
Howe,99,93,4,-2,2104000
Schulist,97,86,-3,-3,1532000
Lesch,94,80,2,-1,1484000
Tremblay,96,82,1,-1,1693000
Treutel,70,81,1,-3,1172000
Prohaska,97,80,3,3,1521000
Zulauf,78,96,0,1,1362000
Feil,74,98,-2,2,1587000
Dickinson,76,89,0,1,1426000
Hessel,78,98,1,2,2131000
Shields,75,88,-1,1,1739000
Ortiz,78,81,1,4,2079000
Cartwright,81,97,3,4,1272000
Orn,98,70,0,0,2090000
Yost,87,94,3,4,1482000
Nitzsche,91,78,2,2,1734000
Langworth,93,87,-3,3,1518000
Schuppe,78,80,1,-1,1673000
Deckow,88,80,2,3,2141000
Zulauf,75,97,-1,0,1939000
Stiedemann,79,70,-2,-1,2096000
Ryan,78,85,3,3,1971000
Green,73,79,2,-3,1339000
Wunsch,91,83,1,2,1464000
Veum,91,80,-3,3,1792000
Daniel,94,99,3,1,1359000
Bernhard,85,77,-1,4,1238000
Lemke,93,76,3,-1,1283000
Pouros,87,82,-2,0,1777000
Klein,92,71,2,3,1497000
Simonis,95,90,3,0,1429000
Von,76,96,-1,1,1771000
Bernhard,89,76,-1,-2,1570000
Klocko,77,99,-3,-3,1774000
Bogisich,71,74,-1,4,1833000
Rippin,98,73,1,1,1734000
Becker,78,94,-2,2,1797000
Will,86,87,0,-3,1332000
Emmerich,85,74,0,4,2142000
Marvin,75,82,4,3,1872000
Hegmann,87,98,3,-3,1108000
Robel,72,80,-2,4,1247000
Morissette,94,93,-1,1,1743000
Gibson,86,72,-1,-1,1151000
Beier,88,95,0,-2,1724000
Rowe,79,74,1,1,1396000
Wilkinson,71,92,1,-1,1116000
Buckridge,76,92,3,2,1495000
Kuhlman,82,79,-3,-2,1115000
Heaney,70,78,-1,0,1402000
Beier,75,76,4,0,1525000
Friesen,88,76,3,-2,1438000
Quigley,91,76,-3,2,1597000
Von,71,95,0,-3,1693000
Little,86,78,0,-2,1711000
Goldner,94,98,2,3,2080000
Jacobi,85,87,-1,2,1557000
Goodwin,98,70,-3,1,1514000
Turner,92,82,-1,2,1987000
Dooley,94,80,3,-1,1708000
Turcotte,91,76,3,-3,1452000
Funk,89,98,4,2,1756000
Wiegand,85,86,-1,0,1568000
Collier,94,77,3,0,1963000
Stark,95,70,-1,-3,1250000
Skiles,93,70,-1,0,2178000
Rice,95,81,1,1,1323000
Howell,84,89,-3,3,1281000
Reilly,73,87,-2,1,1534000
Maggio,87,98,0,-2,2195000
Kunze,73,85,-3,3,1386000
Witting,86,72,4,-3,1586000
Torphy,73,91,-1,-3,1389000
Parisian,97,71,0,1,1485000
Lind,99,96,0,0,2072000
Macejkovic,89,83,-3,4,1920000
Rosenbaum,90,81,-1,-1,1147000
Lemke,75,91,0,-3,1579000
Klocko,83,84,0,0,2039000
Bartoletti,72,84,2,-2,1275000
Lindgren,87,83,-1,2,1613000
O'Reilly,81,98,3,1,1593000
Gulgowski,98,92,-3,-2,2012000
Bosco,82,72,3,-3,1196000
Bogan,73,72,-1,-2,1970000
Collins,82,84,1,1,1708000
Wyman,99,89,-3,3,1273000
Weber,77,81,0,4,2022000
Kreiger,88,75,1,4,1530000
Vandervort,81,81,1,-3,1440000
Gottlieb,72,78,2,-1,1283000
Wehner,89,92,-1,0,2073000
Cummings,97,94,-2,0,1534000
Osinski,90,74,2,-3,1100000
Lind,75,79,4,-1,1591000
Littel,72,79,2,-1,1364000
Berge,93,97,1,3,1115000
Thompson,93,89,1,0,1130000
Renner,75,99,-3,2,1878000
Schultz,84,96,3,-1,1826000
Mante,96,90,1,1,1730000
Lueilwitz,92,91,4,-1,1174000
Mann,72,77,1,2,1643000
Larson,81,88,-2,0,1747000
Maggio,71,97,3,-3,1211000
Schuster,88,86,-3,-2,1919000
McKenzie,79,95,1,-3,1833000
Greenfelder,75,74,0,4,1331000
Lakin,99,80,-2,-3,1106000
Rice,73,74,-1,4,2029000
Green,92,89,1,1,1546000
Leannon,79,96,1,1,1819000
Howe,99,71,2,4,1439000
Rutherford,70,79,4,-3,1301000
Hilpert,91,73,-3,3,1163000
Schuster,85,92,-2,0,1144000
Bins,97,70,-1,0,2124000
Prohaska,73,94,-1,0,1845000
Glover,89,96,1,1,1955000
Reinger,85,70,1,-3,1586000
Schumm,96,91,-1,-2,1970000
Luettgen,89,81,-1,0,1438000
Roberts,80,93,1,2,1809000
Kling,91,78,2,3,1816000
Kohler,95,98,-3,3,1260000
Stamm,86,81,4,0,1911000
Gutkowski,74,70,3,4,1162000
Robel,77,75,-1,4,1329000
Carter,95,95,-1,4,2022000
Fadel,82,80,0,2,1447000
Schiller,94,72,2,-2,1521000
Steuber,79,77,2,2,1824000
Heaney,86,79,1,-2,1357000
Stracke,83,75,0,2,1924000
Conn,92,88,-3,-2,1951000
Miller,98,89,-1,2,1166000
Pfeffer,96,98,1,-2,1897000
Thompson,90,70,-2,2,2188000
Trantow,95,78,0,1,1914000
Mills,88,85,1,-1,1978000
Kiehn,76,80,2,-2,1559000
Hudson,95,71,3,0,1444000
Nitzsche,93,79,-2,3,1320000
Ernser,71,98,-1,-1,2155000
Tromp,88,82,4,3,2040000
Hartmann,99,97,1,3,2188000
Schmidt,73,86,4,-3,1979000
Steuber,71,95,4,1,1628000
O'Hara,72,87,2,4,1990000
Marks,71,81,-3,1,1955000
Rodriguez,85,77,3,-3,2084000
Ward,84,92,-3,-3,1284000
Waters,72,75,-3,0,2010000
Dach,86,95,2,4,1620000
Wiza,98,89,-1,0,1371000
Kshlerin,93,99,2,2,1100000
Thompson,96,90,-3,-2,1498000
Padberg,98,70,1,0,1653000
Pfeffer,70,97,2,-3,1497000
Block,94,85,0,2,1473000
Ebert,82,99,2,2,1649000
Mayer,83,97,4,3,1994000
Sipes,98,94,-3,4,1818000
Ondricka,84,96,3,2,1779000
Baumbach,97,91,-2,-1,1141000
Prohaska,73,81,-3,4,1847000
Kessler,71,73,4,1,1418000
Schroeder,98,90,-2,1,1806000
Grady,78,92,-2,4,1382000
Jacobs,74,96,2,4,1171000
Littel,71,72,-2,3,1770000
Schulist,96,81,4,-1,1467000
Kuhic,87,74,-2,-3,2063000
Hahn,87,94,3,-3,1719000
Runolfsdottir,83,92,-1,0,2086000
Trantow,70,73,1,-2,1972000
Roob,77,99,-1,1,1421000
Schowalter,92,88,3,4,1536000
Donnelly,88,84,-3,1,2001000
Kuphal,70,96,0,4,1181000
Strosin,89,80,2,-2,1865000
Hyatt,97,77,1,-1,1230000
Bins,90,70,-3,3,1639000
Green,92,79,-3,4,1957000
Borer,88,75,1,-2,2075000
Pacocha,78,87,4,-3,1855000
Powlowski,89,85,3,0,1130000
Langosh,80,91,2,0,1877000
Lowe,85,83,3,0,1354000
Fisher,98,90,-2,1,1936000
Walker,89,82,-3,3,2160000
Labadie,88,88,0,1,1964000
Stark,71,85,0,2,2123000
Rath,97,89,1,3,1425000
Rohan,93,88,2,1,1820000
Vandervort,73,86,3,2,2196000
Dickens,99,84,-1,-3,1874000
Effertz,95,90,0,-2,1402000
Gutmann,89,98,1,-2,1474000
Hintz,86,71,-2,-3,1174000
Murphy,85,98,4,3,1988000
Harris,92,99,3,1,1229000
Schmitt,75,77,-3,3,2080000
Kessler,95,82,4,0,1480000
Reilly,92,85,-2,0,1645000
Hilll,81,75,-1,-3,1956000
Stiedemann,85,92,-2,3,1153000
Kuphal,96,75,0,-1,2050000
Hodkiewicz,71,89,2,3,1196000
Runte,78,89,-3,-1,2112000
Luettgen,85,96,-2,-2,1199000
Kautzer,81,70,-1,-2,1942000
Von,73,70,-3,-3,2100000
Kiehn,85,94,4,-2,1720000
Rogahn,98,75,3,-1,1197000
Spinka,95,95,-2,-2,1164000
Gerhold,92,85,4,0,1530000
Pacocha,74,70,-1,-2,1487000
Bogan,76,96,2,3,1593000
Russel,85,83,3,1,1310000
Feil,90,77,4,-2,1574000
Waelchi,98,75,0,4,2167000
Champlin,97,71,0,1,1834000
Yost,91,80,-1,0,1534000
Waelchi,88,77,4,0,1793000
Olson,93,97,1,4,1973000
Kling,92,85,-1,2,1877000
Dickens,98,75,0,2,1352000
Von,82,98,0,1,1238000
Treutel,99,73,-3,0,1480000
Runolfsdottir,70,70,-2,2,1276000
Terry,98,85,4,1,1950000
Romaguera,90,82,-3,-3,1667000
Nicolas,89,96,-3,-3,2029000
Gusikowski,75,99,4,1,2112000
Connelly,89,83,2,1,1933000
Stehr,97,72,0,-3,1611000
Christiansen,91,84,2,1,1936000
Muller,78,97,-2,1,2004000
Prohaska,91,70,1,2,1751000
Kutch,78,75,2,-3,1271000
Reynolds,72,72,-1,3,1659000
Block,91,73,-1,-3,1439000
Kemmer,80,82,3,-3,1180000
Robel,78,94,-2,0,2013000
West,90,84,1,-2,1128000
McDermott,70,99,-2,-2,2044000
Hammes,98,99,-1,0,1657000
Waters,87,70,-1,-3,1975000
Blick,79,75,4,3,2044000
Homenick,74,74,4,-3,1155000
Douglas,89,97,4,-1,1400000
Halvorson,80,85,0,-2,1653000
Willms,89,85,4,4,2157000
Osinski,78,87,2,-2,1994000
Waters,77,98,0,3,1202000
Berge,88,92,2,3,1418000
Eichmann,78,70,0,-3,1344000
Hagenes,87,74,-3,-3,1310000
Powlowski,83,84,-2,2,1893000
Rohan,90,92,2,-3,1964000
Carroll,83,95,-2,1,2173000
Fay,87,99,-1,0,1117000
Douglas,78,90,0,-1,1641000
Rogahn,86,97,2,3,1130000
Ritchie,74,95,-1,0,1232000
Batz,95,83,4,3,1977000
Johnston,81,87,-3,1,1145000
Fisher,71,84,1,2,1755000
Zieme,75,90,3,2,1588000
Barrows,78,94,3,3,1953000
Eichmann,83,73,-1,3,1421000
Windler,71,78,3,4,1639000
Kutch,71,96,-2,-1,1865000
Schamberger,97,93,-3,-3,1978000
Prosacco,96,92,-1,-2,1998000
Ziemann,72,92,0,-1,1766000
Schultz,79,95,1,3,1744000
Kohler,86,92,4,3,1766000
Beer,87,98,-2,-2,1493000
Green,81,81,1,1,1686000
Lebsack,75,71,-3,3,2043000
Jenkins,94,92,-2,1,1736000
Hauck,88,87,0,3,2047000
Jacobson,70,86,-2,3,1693000
White,78,90,-1,0,1378000
Schroeder,80,71,4,-1,1887000
Streich,84,79,4,2,2159000
Kreiger,88,73,0,-1,2077000
Jacobs,89,71,2,4,1298000
Heller,95,92,1,3,1849000
Graham,99,77,4,3,1305000
Mosciski,76,97,2,-2,1384000
Auer,71,75,-3,-1,1330000
Klein,71,86,1,-1,2126000
Heidenreich,71,77,4,1,1745000
Kulas,96,98,2,3,1267000
Erdman,72,93,2,-2,1779000
Kunde,86,92,-2,4,2090000
Wolff,78,93,-2,1,1777000
Murphy,75,99,-1,2,2108000
Hartmann,75,98,1,4,2060000
Conroy,76,73,-2,0,1635000
Corwin,79,85,-1,0,2179000
Mayert,79,75,2,-3,1495000
Tromp,80,78,-3,1,1349000
VonRueden,70,76,1,1,2116000
Waters,94,81,-3,-2,1197000
Satterfield,72,94,-2,-1,1909000
Bartell,74,82,-3,4,1279000
Klocko,70,82,3,3,1904000
Boehm,91,78,-3,-1,1435000
Marquardt,92,86,1,-3,1144000
Trantow,85,73,-3,1,1295000
Boehm,94,93,3,-1,1518000
Mann,96,73,-3,3,1822000
Casper,96,85,2,1,2183000
Wintheiser,72,79,0,3,1507000
Bauch,82,76,-3,0,2139000
Wyman,74,83,-3,-2,1646000
Wilkinson,96,94,4,4,1317000
Schulist,82,73,3,-1,1574000
Gerhold,98,90,2,-1,1697000
McKenzie,84,98,-3,0,1309000
Ziemann,72,96,1,-3,1381000
Jaskolski,86,99,-2,1,1606000
Hessel,80,74,-3,-2,1361000
Luettgen,74,88,2,-1,1800000
Goldner,82,71,-2,2,1743000
Gutmann,86,70,3,1,1505000
Crona,77,81,3,2,1576000
Haag,93,88,-2,4,1286000
Considine,82,86,-1,3,1892000
Casper,96,97,3,0,2072000
Frami,90,71,3,-2,1766000
Lebsack,99,71,-1,-2,2103000
Rippin,96,97,3,3,1620000
Wuckert,83,82,-2,4,1405000
Rohan,98,87,-2,-3,1418000
Stehr,73,97,3,1,1643000
Fritsch,84,91,-1,1,1774000
Purdy,87,82,4,0,1800000
Mills,92,83,1,-2,1502000
Paucek,85,74,0,-3,1644000
Kautzer,73,89,0,-1,1297000
Cronin,87,74,3,4,1663000
Marks,96,95,3,3,1757000
Ziemann,88,81,3,0,1928000
Ullrich,86,81,-1,-3,1184000
Shanahan,78,91,-1,1,1567000
Klocko,87,94,-3,-2,1108000
Nitzsche,84,90,1,-1,1925000
Gottlieb,70,91,-3,-2,1892000
Kuphal,73,86,2,-2,1691000
Yost,93,85,-2,4,1449000
Oberbrunner,99,73,0,0,1151000
Berge,72,85,3,2,1695000
Leffler,74,98,-3,1,1373000
Greenholt,73,94,0,2,2026000
Yundt,70,72,3,3,2040000
Grant,87,93,3,1,1505000
Balistreri,88,93,2,4,1714000
Boyer,77,79,-1,0,1589000
Bernier,92,89,-3,1,1301000
Wuckert,85,78,-1,0,1912000
Kunde,95,96,-2,3,2043000
Harber,96,74,2,4,1613000
Wilkinson,85,79,-3,0,1443000
Deckow,80,79,3,4,1485000
Walker,98,72,-3,-3,1330000
Kessler,99,96,2,0,1482000
Waters,77,90,1,-3,1248000
Fritsch,75,71,4,3,2094000
Huel,84,98,4,-2,1631000
Konopelski,76,95,3,1,1520000
King,72,87,-2,0,1760000
Schiller,86,99,-2,-1,2124000
Mertz,78,77,-2,-2,1227000
Schamberger,72,94,-1,-1,1804000
Dicki,87,70,0,1,1976000
Larkin,95,87,3,0,1389000
O'Hara,91,83,1,-3,1106000
Runolfsdottir,93,88,-1,2,1380000
Weissnat,82,93,-1,2,1110000
Lynch,72,75,4,1,1602000
Lynch,90,97,0,-1,1442000
Runte,97,74,-1,4,1780000
Little,80,85,3,-1,1531000
Johns,97,85,2,-3,1462000
Berge,98,87,1,4,2020000
Dare,96,84,-3,-2,2109000
McGlynn,84,70,-1,-3,1815000
Hessel,91,77,4,1,1191000
Emard,93,75,2,3,1227000
Fritsch,74,71,3,1,1406000
White,76,87,-3,1,1841000
King,88,99,3,-3,1375000
Moen,92,74,-2,-2,1868000
Considine,97,79,1,-1,1513000
Friesen,84,70,1,4,1112000
Gleason,92,97,-1,-3,1590000
Turcotte,79,87,-2,2,1828000
Wuckert,86,82,0,-1,1531000
Barrows,81,72,-1,-2,1954000
Hodkiewicz,80,70,1,2,2006000
Herzog,84,77,-3,3,2185000
Bins,72,79,0,1,1755000
Lowe,90,75,3,4,1811000
Senger,75,77,2,3,1470000
Braun,81,79,-2,2,1707000
Pfannerstill,99,82,3,-2,1893000
Nolan,98,96,2,-1,1632000
Mueller,80,93,-1,-2,1570000
Dietrich,71,95,1,-3,1139000
Hettinger,73,88,4,4,1979000
Stokes,93,85,4,1,1803000
Lesch,98,86,1,0,2067000
Wolf,80,75,0,1,1665000
Connelly,99,71,-2,-2,1195000
Yundt,83,83,-3,-3,1868000
VonRueden,75,84,-3,2,1833000
Lueilwitz,82,77,-1,4,1943000
Conroy,91,99,1,-3,1606000
Rogahn,93,97,0,-3,2053000
Anderson,71,80,-1,2,1261000
Kuhlman,74,81,-3,2,1400000
Johnson,78,90,-3,4,2114000
Koelpin,88,94,2,-3,1865000
Schneider,84,98,-3,1,1203000
Wunsch,98,90,0,-1,1500000
Sporer,72,90,-2,4,1305000
Kerluke,86,86,-3,0,2174000
Dibbert,87,96,4,2,1111000
Ruecker,93,78,-2,0,2055000
McLaughlin,73,72,2,-3,1431000
Hartmann,88,81,-1,0,1214000
Boyer,86,80,-1,-2,1391000
Kassulke,79,82,4,4,1634000
Ratke,90,80,3,3,2191000
Bednar,70,78,3,-2,1618000
