NAME,TRANSITSCORE,WALKSCORE,VALUEINCREASEPAST,VALUEINCREASEFUTURE,MEDIANVALUE
Deckow,76,96,0,0,1676000
Schmidt,94,71,0,0,2162000
Littel,74,92,3,0,2160000
Beahan,94,75,0,3,1979000
Schinner,86,70,1,-3,1910000
Witting,79,94,-2,-3,1552000
Dickinson,93,82,4,0,1983000
Fadel,76,75,1,2,1586000
Batz,94,82,3,2,1818000
Cronin,95,92,-2,0,1378000
Blanda,96,70,2,1,2078000
Hegmann,83,87,-2,-3,1780000
Simonis,93,83,2,4,1524000
Kulas,86,75,-3,3,1635000
Trantow,96,97,4,4,2059000
Lubowitz,89,70,-3,-1,1720000
Bogisich,86,91,1,1,1974000
Mills,96,94,-1,2,1442000
Jast,71,90,-3,1,1475000
Murazik,76,73,2,-2,1624000
Walter,81,72,0,3,1539000
Steuber,94,89,2,4,1222000
Metz,70,95,4,-2,2045000
Feest,73,78,2,4,1744000
Mann,93,86,1,4,1816000
Leuschke,79,72,0,1,1188000
Bosco,73,84,3,2,1654000
Orn,75,95,3,1,2017000
Gerlach,74,78,-1,-1,1575000
Kreiger,87,86,-3,2,2118000
Bernhard,81,94,-2,0,1476000
Waters,76,83,0,-1,1447000
Moore,77,78,-2,2,1883000
Nienow,72,72,1,3,1912000
Raynor,88,90,3,-1,1583000
Murphy,86,75,0,1,1538000
Weber,95,95,-2,4,1465000
Waelchi,90,70,-1,-2,1673000
Mayert,85,85,-3,1,2004000
Hand,92,90,-3,-1,1749000
Rogahn,97,95,-1,3,1684000
Hudson,76,76,2,-1,1274000
Luettgen,72,89,3,4,1644000
Batz,75,79,0,2,1807000
Douglas,79,94,-3,0,1735000
Koepp,80,89,-1,-1,2136000
Skiles,85,74,-2,1,1258000
Schinner,79,99,4,3,1550000
Lehner,84,99,2,4,2066000
Tillman,72,84,-3,4,2048000
Howell,95,81,-3,4,1268000
Monahan,75,73,-2,1,1380000
Romaguera,94,82,-2,2,1733000
Borer,98,91,-3,-3,1123000
Hand,76,74,0,-2,2163000
Von,83,90,4,4,1932000
Dach,92,90,-3,1,1113000
Kemmer,75,87,3,0,1647000
Heathcote,72,78,0,1,1722000
Dooley,85,92,-3,4,2043000
Hodkiewicz,75,83,0,4,2172000
Cormier,93,81,3,-2,1689000
Mayer,73,94,-2,0,1115000
Kiehn,94,84,-2,1,1780000
Williamson,80,80,2,0,1583000
Von,95,83,-3,1,1172000
Fritsch,96,89,3,-3,2140000
Pfeffer,80,98,2,2,1871000
Williamson,99,90,2,4,1971000
Kshlerin,89,98,-3,3,1775000
Hegmann,87,78,-2,1,2026000
Bernier,90,85,1,-1,1583000
Volkman,78,78,4,2,1276000
Cummings,95,85,-2,-2,1779000
Purdy,95,84,3,-1,1744000
Kunze,82,73,3,1,1288000
Hills,73,98,0,-3,1955000
Dickinson,83,73,0,-1,1160000
Streich,82,75,-1,-1,1267000
Weissnat,85,99,-1,-2,1464000
Bruen,81,88,-1,4,1953000
Emmerich,84,96,0,4,2081000
Pagac,71,74,-3,2,1439000
Kunze,89,71,-2,3,1700000
Tillman,92,73,4,-3,1894000
Hauck,70,92,0,4,1264000
Swift,70,94,-3,-1,1952000
Fisher,90,80,0,3,1452000
Feest,92,94,4,-2,1365000
Spencer,86,98,3,3,1845000
Wunsch,83,94,-3,-3,1841000
Langworth,85,96,2,1,1846000
Zieme,78,78,1,3,1525000
Prohaska,83,87,1,2,1267000
Kulas,74,72,4,1,2084000
Bahringer,89,95,1,4,1285000
Windler,97,91,-2,1,2167000
Goodwin,89,86,-1,4,2174000
Tremblay,94,93,2,-1,2128000
Sipes,71,76,1,-3,1943000
Friesen,70,84,-3,0,1346000
Huels,76,85,0,-3,1201000
Russel,93,95,4,-3,1217000
Renner,99,80,-3,4,1100000
Cummerata,81,73,3,1,1706000
Oberbrunner,97,98,3,3,2107000
Barrows,91,89,0,-1,1211000
O'Keefe,80,93,1,3,2176000
Considine,77,86,-3,-3,1966000
Metz,84,91,2,-3,1499000
Sawayn,93,91,3,4,1831000
Beer,82,86,-2,2,1498000
Krajcik,75,73,3,-1,2041000
Wilkinson,94,83,2,4,1996000
Fritsch,92,89,-2,2,1864000
Berge,78,98,0,4,1718000
Goldner,98,92,3,-2,2143000
Moen,88,79,4,2,1486000
Kling,85,84,-1,2,1393000
Schuster,86,74,-2,0,1723000
Barton,91,75,0,-3,2080000
Heathcote,98,76,3,-3,2190000
Kemmer,76,91,0,3,1205000
Fisher,85,82,-2,4,1657000
Gleichner,99,76,-3,-1,1240000
Fritsch,91,97,-3,-1,1639000
Kshlerin,99,92,-2,-3,1675000
Wyman,75,99,-2,2,2168000
Schiller,78,84,4,-2,1253000
Langosh,72,72,4,4,1342000
Miller,99,92,-3,4,2101000
Paucek,97,91,4,-1,1898000
O'Conner,77,98,-3,1,1700000
Gleichner,70,87,-1,4,1423000
Reichel,79,78,4,3,1398000
Wisozk,84,98,0,-2,2048000
Mante,77,90,2,-2,1974000
Dicki,93,74,-2,0,1941000
Stamm,79,76,2,-3,1862000
Rodriguez,93,73,2,1,2080000
Bins,77,91,-1,-2,1636000
Rempel,93,76,4,3,1585000
Keebler,71,72,1,4,1112000
McGlynn,79,86,3,-3,1794000
Goyette,77,88,0,4,1335000
O'Keefe,92,71,-3,4,1255000
O'Hara,73,79,4,-3,1747000
Ruecker,95,70,-1,-1,2074000
Schuppe,89,74,2,2,1884000
Connelly,95,91,-1,0,2186000
Turcotte,94,79,-1,-2,1204000
Batz,76,98,0,1,1254000
Mraz,86,74,4,4,1387000
Volkman,90,75,-2,3,1945000
Moen,77,81,-2,2,1816000
Shanahan,84,71,-2,2,1882000
Huel,71,79,-3,-2,1259000
Hayes,93,87,-2,3,1374000
Oberbrunner,92,71,0,-3,1702000
Schuppe,91,88,0,-1,1743000
Botsford,72,95,4,-1,1362000
Lesch,84,73,-2,2,1670000
Feil,84,72,-2,-3,1679000
Raynor,81,88,3,3,1995000
Yost,96,90,3,1,1877000
Konopelski,80,71,4,1,1280000
Ortiz,99,74,0,3,1719000
Stehr,77,76,-2,-2,1359000
Conroy,78,90,-2,-3,1454000
O'Connell,70,93,1,-2,1990000
Block,85,94,4,4,1429000
Hodkiewicz,72,98,4,4,1947000
Bernier,87,81,-3,0,1757000
Vandervort,78,92,1,1,1543000
McCullough,97,73,-3,-2,2160000
Daniel,71,95,4,2,1786000
Friesen,79,90,-3,-3,1502000
Runolfsdottir,97,70,3,4,1440000
Jacobi,86,95,4,1,1546000
Fay,78,71,3,2,1408000
Bernhard,95,86,-1,1,1366000
Bailey,78,74,2,-2,1817000
Schowalter,94,85,3,3,1711000
Stroman,81,88,3,3,2034000
Haag,89,97,4,0,1800000
Sporer,75,84,3,0,1796000
Brown,79,76,-2,-2,1915000
Barton,72,78,-3,-1,1582000
Schoen,85,90,4,-3,1464000
Mante,78,80,3,-2,1533000
Yundt,79,72,-2,-2,1462000
Dietrich,86,76,1,-1,1259000
White,74,86,-1,0,1978000
Jacobson,98,99,4,-1,1291000
Kiehn,70,83,0,4,1665000
Rau,97,79,4,-2,1598000
Okuneva,77,90,-3,3,1243000
Yundt,84,77,-2,1,1676000
O'Connell,96,73,-2,-2,2077000
Lebsack,77,82,2,-2,2002000
Waelchi,71,74,4,2,1589000
Boyle,85,97,2,-2,1205000
Lowe,70,94,-2,1,1337000
Senger,99,99,0,2,1867000
Gleichner,96,78,4,3,1991000
Labadie,72,70,1,1,2007000
Kihn,72,80,0,-2,1218000
Dickens,81,74,2,0,1467000
Stokes,73,72,-1,0,1231000
Davis,98,82,4,1,1146000
Schaden,92,86,1,-1,2122000
Wintheiser,83,74,2,-2,1474000
Hayes,87,94,1,3,1235000
Auer,84,96,0,-2,2138000
Hauck,78,73,2,-2,2168000
Kessler,93,88,-1,-1,1724000
Veum,82,87,-2,0,1659000
Cummings,97,73,-2,1,1542000
Reichert,73,86,-3,2,2071000
Christiansen,76,79,0,3,1307000
Weimann,90,80,0,3,1301000
Gulgowski,85,82,1,-1,1654000
Herman,83,70,3,4,1450000
Hand,93,83,3,0,1937000
Daugherty,96,82,0,3,1378000
Emmerich,81,85,2,0,1830000
Dooley,82,76,3,3,1636000
Paucek,70,75,3,-3,2046000
Walter,71,82,3,0,2063000
Gusikowski,94,98,0,3,1354000
Ledner,93,94,3,-3,2100000
Beier,94,98,1,-2,1222000
McClure,99,71,1,0,1758000
Haley,92,85,4,3,2154000
Hamill,70,73,-2,0,1229000
White,72,96,2,-2,2008000
Rolfson,71,75,-2,4,1772000
Nader,88,91,1,-1,1143000
Gislason,72,95,-3,0,1183000
Sauer,97,73,-1,-2,1738000
Kozey,82,85,3,2,2007000
Howell,86,90,-2,-3,1439000
Schuppe,89,87,1,2,1426000
Moen,83,81,-3,-3,1327000
Barton,92,97,0,0,1957000
Purdy,96,88,-2,4,1113000
Bailey,79,87,1,2,1587000
Gorczany,85,71,4,0,1916000
Dooley,85,85,-2,-2,1542000
Kris,77,91,4,-1,1599000
Balistreri,90,94,2,-2,1513000
Murphy,96,84,3,-1,1191000
Schiller,72,74,1,3,1237000
Beahan,99,76,-3,4,1639000
Bogan,86,75,3,0,1893000
Treutel,79,92,4,-1,1205000
Powlowski,99,75,4,-3,1460000
Wintheiser,84,70,4,-2,2139000
Glover,95,81,2,0,2092000
Quitzon,99,82,-1,-1,1799000
Cole,73,77,-1,0,1924000
Dietrich,76,76,2,3,1729000
Lehner,97,71,0,-2,1917000
Sawayn,77,80,2,4,1512000
Larson,97,73,1,-1,1375000
MacGyver,79,84,0,0,1652000
Waters,77,90,1,1,2035000
Dach,93,95,2,-1,1875000
Davis,95,95,-2,-3,1610000
Buckridge,73,75,1,-3,1191000
Jast,99,90,1,4,2181000
Upton,81,80,4,4,1465000
Koelpin,97,96,1,4,1670000
Gibson,83,94,-1,-1,2157000
Altenwerth,94,95,1,3,2018000
Mayer,91,99,0,-3,2151000
Jakubowski,77,99,2,-1,2084000
Toy,86,95,-2,1,1132000
Hegmann,92,70,4,-1,1352000
Upton,91,93,-1,-2,1877000
Skiles,99,77,3,0,1491000
Carroll,93,72,-3,2,2173000
Waters,84,84,-1,1,1743000
Koepp,70,98,-1,-2,1977000
Kertzmann,79,90,2,3,1486000
Mueller,97,80,-2,1,1511000
Stoltenberg,72,84,-1,-1,1245000
Ondricka,76,84,4,0,1272000
Gusikowski,75,86,2,3,1553000
Bosco,74,80,2,-1,2034000
Jacobi,81,79,-3,2,1708000
Ondricka,75,95,-1,1,1259000
McGlynn,85,76,4,-1,2123000
Kozey,72,80,3,-2,2121000
Sipes,79,89,3,-1,1774000
Moen,74,77,-3,2,2132000
Kulas,75,75,-1,-3,1449000
Smitham,85,70,-2,-3,1986000
Dach,85,95,-1,2,1920000
Cruickshank,92,71,2,2,1722000
Marks,91,84,-2,4,2153000
Swaniawski,81,83,0,3,1274000
Runte,98,81,2,1,1800000
Spencer,96,74,-2,0,1327000
Runte,80,95,-2,4,2186000
Bergstrom,70,70,0,-2,1500000
Schmeler,70,73,2,4,1645000
Dietrich,90,91,3,2,1179000
Greenfelder,78,90,4,0,1346000
Jenkins,89,82,4,2,1455000
Schowalter,95,77,-2,-2,2152000
Prohaska,87,84,2,-2,2161000
White,77,95,4,0,2160000
McCullough,72,97,-3,0,2038000
Stroman,88,75,-1,2,1978000
Kiehn,77,84,3,-3,1750000
Kulas,90,93,-3,4,1657000
Koss,99,91,0,2,1804000
Shields,90,79,0,1,1483000
Paucek,83,90,-2,1,1108000
Oberbrunner,74,89,-3,2,1568000
Bahringer,95,77,4,3,1771000
Beier,92,79,2,2,1341000
Pfannerstill,82,97,1,-3,1613000
Bednar,80,87,-1,-1,1590000
Donnelly,88,70,-1,3,1106000
Kris,98,94,1,-1,1962000
Torp,84,74,-3,2,1970000
Conn,95,76,2,1,1464000
Veum,92,82,-3,-2,2161000
Schaden,79,90,3,4,2074000
Schmitt,97,96,-1,-3,1923000
Heller,83,99,0,4,1708000
Macejkovic,91,71,4,0,1908000
O'Hara,77,86,2,1,1414000
Parker,92,74,0,0,2007000
Goyette,96,98,-2,3,2008000
Lemke,91,82,2,-2,1109000
Gislason,97,70,3,3,1786000
Kuphal,94,85,-2,-3,1509000
Morar,86,97,2,-1,1727000
West,96,88,1,-2,1865000
Heller,73,94,-2,-1,2113000
Hirthe,93,71,4,2,2111000
Mitchell,82,82,3,0,1256000
Jacobs,92,91,-2,1,1269000
Bradtke,73,92,1,4,1129000
Funk,82,82,2,0,1973000
Johnson,72,93,4,0,1689000
Rath,85,77,4,-3,1231000
Schuster,91,92,4,3,1638000
Orn,75,93,1,-1,2047000
Turner,73,77,-2,2,1735000
Sawayn,75,97,2,4,2048000
Greenholt,71,85,-3,4,2004000
Fay,88,78,-2,1,1296000
Mitchell,91,99,1,0,1983000
Breitenberg,79,72,1,-2,1392000
Stroman,85,88,-3,-1,2122000
Ernser,70,74,3,0,1800000
Yost,71,93,0,-1,1159000
Paucek,85,87,-2,-3,2146000
Greenholt,71,90,4,1,1385000
Spinka,95,80,-3,-1,1118000
Reichert,82,96,2,2,1892000
Rogahn,83,89,4,-3,1819000
Auer,83,99,-3,-1,1129000
Jenkins,84,70,4,2,1370000
Padberg,77,82,1,-1,1645000
Steuber,98,77,0,2,1586000
Grimes,76,82,4,0,2157000
Schroeder,89,87,-3,-3,1448000
Bernhard,75,99,2,1,2072000
Cruickshank,97,70,-2,1,2196000
Jacobi,73,99,0,-1,1727000
Collins,72,74,3,-1,1257000
Goldner,76,99,-1,3,1946000
Ruecker,92,85,4,1,1111000
Kuhic,74,78,1,3,1196000
Powlowski,99,88,-3,4,1223000
Jaskolski,76,81,2,-2,1252000
Zieme,73,99,-1,3,1130000
Baumbach,71,77,4,0,1338000
Murray,89,84,3,1,1747000
Hahn,86,86,2,0,1161000
Pouros,89,94,-1,4,1104000
Howell,92,86,4,-2,1707000
Waelchi,71,77,0,3,1523000
Schulist,77,89,1,3,1703000
Wintheiser,71,77,-1,0,1102000
Beatty,75,90,2,4,1163000
Braun,98,79,-3,-3,1104000
Krajcik,74,87,-3,4,1412000
Jerde,85,91,1,-3,1197000
Emard,71,80,4,3,2192000
Wisozk,92,79,1,-3,1705000
Kuhlman,94,89,-2,0,1840000
Torphy,77,72,-1,3,1215000
O'Conner,70,75,1,1,1412000
Wiza,96,73,1,-3,2014000
Schinner,81,71,3,0,1700000
Gulgowski,94,97,-3,0,1802000
Bernhard,87,94,4,-3,1441000
Sporer,99,96,2,2,1469000
Gutkowski,71,91,-3,0,1672000
Gerlach,88,75,-2,-3,1747000
Cassin,81,95,2,1,2080000
Baumbach,91,86,1,3,1259000
Monahan,77,98,-1,-3,1425000
Grant,83,92,2,4,1899000
Ondricka,89,86,-2,-1,2130000
Bradtke,95,80,1,-3,2168000
Maggio,82,78,-3,2,1187000
Kuhic,99,73,-2,1,1785000
Spencer,91,78,-1,-2,1375000
Bins,96,91,0,2,1202000
Adams,71,77,-2,2,1513000
VonRueden,78,78,-2,-3,1406000
Brown,85,77,4,1,1163000
Anderson,87,77,1,4,2028000
Boehm,72,88,4,3,1296000
Zboncak,97,96,-2,4,1994000
Collier,71,75,-1,-1,1583000
Pouros,81,76,3,0,1653000
Greenholt,97,85,-3,3,1123000
Russel,78,93,4,4,1342000
Crooks,93,80,-1,-1,2185000
Tromp,73,74,-2,-1,1212000
Haag,92,87,4,-1,1987000
Steuber,79,98,2,2,1192000
Cronin,75,78,-1,3,1731000
Morar,78,81,-2,1,1909000
Kling,75,85,0,4,1312000
Parker,99,95,-2,-3,1867000
Mills,71,78,3,0,1622000
Satterfield,89,96,1,4,1625000
Rippin,86,92,-2,1,1482000
Bechtelar,85,75,1,3,1557000
Rutherford,74,71,1,3,1771000
Beatty,79,78,-2,3,2001000
Kunze,95,90,3,0,1960000
Kirlin,93,93,3,1,1395000
Pacocha,91,90,3,-3,1814000
Kulas,81,89,1,4,1936000
Deckow,99,75,4,-3,1668000
Hauck,97,87,-2,2,1595000
Gusikowski,85,89,-2,0,1417000
Graham,81,80,1,3,1820000
Heaney,95,96,-1,0,2096000
Bogan,72,98,4,3,1393000
Bergnaum,76,95,1,0,1599000
Wolff,90,94,0,-2,1521000
Blanda,91,71,3,4,1152000
Bashirian,74,72,-2,3,1741000
Luettgen,71,77,4,1,1434000
Steuber,78,74,3,-3,1125000
Lesch,95,71,2,2,1980000
Prosacco,95,85,-1,3,1870000
Bailey,96,88,3,-3,1516000
Feil,90,97,3,2,1318000
Rosenbaum,98,77,-3,-3,2012000
Sauer,77,81,0,0,1639000
Haley,98,82,-2,3,1845000
Gislason,78,77,-1,-1,1151000
Mayert,70,92,-3,1,1760000
Lind,70,82,-3,-1,1184000
Sporer,72,83,2,-1,1869000
Ebert,76,78,-2,0,2086000
Lueilwitz,84,72,0,0,1554000
Robel,86,86,1,1,1963000
Haag,99,76,4,2,1753000
Osinski,80,90,4,1,1493000
Gutmann,82,93,4,2,1965000
Kuphal,91,95,1,4,1348000
Lemke,75,91,-2,3,1189000
Robel,86,98,-2,-1,1729000
Bartoletti,98,70,2,-1,1448000
Schmeler,90,99,2,-2,1424000
Feest,92,99,-2,3,1478000
Hegmann,81,75,-3,-3,1369000
Runolfsson,74,95,4,-2,1433000
Goldner,87,91,-2,1,2032000
Bosco,70,80,2,-3,2043000
Schuster,70,71,1,4,1540000
Ernser,94,73,2,4,1544000
Greenholt,70,92,-1,3,1404000
Toy,98,74,-1,-1,1563000
Trantow,97,85,2,-2,1348000
Murray,74,84,-2,0,1883000
Mante,81,88,3,0,1947000
Gibson,94,92,4,-2,1237000
Jerde,83,94,1,-2,1273000
Simonis,79,79,-2,0,1518000
Pollich,95,94,2,0,1628000
Zemlak,71,98,2,2,1902000
Walsh,88,71,4,2,1648000
Ziemann,83,77,3,-1,1230000
Rodriguez,80,80,-2,-2,1784000
Wolf,86,82,-3,-2,1940000
Parker,88,93,-2,2,1347000
Nicolas,78,89,3,2,2036000
Tremblay,91,98,1,-2,2027000
Wiegand,81,75,-3,3,1863000
Koepp,94,80,-1,2,1910000
Macejkovic,78,72,-1,-3,1450000
Stracke,75,91,-3,1,1259000
Anderson,70,73,3,4,2155000
Ruecker,89,82,-2,4,1474000
Miller,83,72,-2,3,1767000
Kilback,79,73,-2,3,1827000
Volkman,84,79,4,3,1179000
Wilderman,83,91,3,-3,1503000
Reynolds,93,84,0,2,1759000
Becker,94,70,-3,-1,1809000
Mante,73,86,-1,2,1899000
Witting,97,87,1,0,1998000
Tillman,97,88,1,-1,1314000
Schneider,85,96,-3,4,1670000
Johns,97,95,0,1,2180000
Hirthe,92,98,2,0,1142000
O'Conner,92,88,-1,0,1526000
Altenwerth,80,99,-2,4,2021000
Jakubowski,74,94,1,-3,1419000
Bashirian,77,80,1,-2,1171000
Windler,87,77,2,-3,1597000
Williamson,84,93,0,3,1932000
Huels,79,84,3,3,1272000
Lang,83,97,2,2,1368000
Blanda,90,77,3,-3,1899000
Parisian,74,75,3,-2,1396000
Kuhic,84,80,4,4,1351000
Hahn,96,73,-1,3,2017000
Jenkins,89,99,3,0,2089000
Reichel,96,70,3,-1,1960000
Kautzer,71,76,2,1,1749000
Wolff,84,94,2,2,1524000
Jerde,98,93,1,4,1879000
Kuhic,82,78,0,-3,1348000
Rippin,89,86,3,1,2186000
Feeney,74,87,-2,3,2011000
Schinner,99,98,0,-1,1925000
McDermott,86,77,-2,-3,1547000
Lind,97,94,0,-3,1202000
Wintheiser,78,95,1,4,1933000
Fahey,70,95,-2,-3,2185000
Mayer,86,86,-1,-2,1458000
Feest,91,75,0,4,1812000
Olson,86,78,2,-1,2121000
Kilback,93,72,-1,3,1569000
Jaskolski,83,71,0,4,1980000
Breitenberg,85,72,-1,-1,1762000
Fritsch,73,81,4,4,2062000
Brekke,98,72,3,-3,1846000
Rempel,93,74,-1,1,2142000
Lehner,78,72,2,3,2170000
Labadie,73,97,4,0,2017000
Skiles,78,75,2,0,1142000
Corkery,84,73,2,-2,1965000
Metz,72,86,-1,2,1144000
Reichert,84,89,-2,4,1395000
Grant,78,80,0,-2,1831000
Christiansen,71,92,-2,2,1179000
Corwin,98,99,4,-2,1625000
Kutch,76,78,0,4,1997000
O'Connell,71,88,0,3,1444000
Runolfsson,82,90,1,3,2172000
Fay,81,89,-3,3,1541000
Jacobson,92,97,2,-1,1826000
Jacobson,85,96,3,-2,2183000
Ullrich,73,87,1,-1,1125000
Ratke,92,94,3,2,2009000
Rogahn,90,77,0,-1,1469000
Kling,81,84,3,3,1664000
Schaefer,78,76,4,1,1211000
Stoltenberg,90,74,2,0,1372000
Howe,89,88,3,3,1623000
Schneider,80,71,-1,-1,2032000
Satterfield,82,88,-1,3,1398000
Nader,94,92,4,-1,1760000
Kertzmann,85,93,3,-1,1844000
Hammes,73,72,3,-3,1554000
Frami,75,92,-1,3,1128000
Roob,97,89,1,0,1810000
Hyatt,88,78,-2,0,1474000
Sanford,72,79,-2,4,1271000
Breitenberg,82,92,4,3,1839000
Stamm,94,83,-3,0,1148000
Hoeger,71,96,2,3,1553000
Considine,78,90,3,-2,1247000
Jacobs,95,96,3,3,1208000
Bayer,95,99,-1,-2,1848000
Schaefer,76,93,3,-3,1417000
Schmitt,99,82,3,2,1561000
McLaughlin,95,89,1,1,2106000
Moen,87,89,-2,3,1324000
Bogan,86,97,2,3,1150000
Hauck,83,97,4,0,1850000
Deckow,75,97,4,3,1151000
Ratke,79,97,-3,3,1229000
Marvin,74,92,-1,-1,1509000
Prohaska,85,99,3,3,2168000
Hyatt,80,82,2,-2,1721000
Turner,94,85,-2,4,1852000
Purdy,88,96,-3,4,1519000
Quigley,97,99,0,-2,1150000
Barrows,95,92,-2,2,2048000
Kshlerin,82,86,4,-2,1894000
Goyette,96,78,2,1,1247000
Hauck,83,99,3,-3,1471000
Lehner,87,71,-2,2,1193000
Bins,74,87,2,0,2013000
Abbott,84,74,1,-1,1924000
Lebsack,72,90,0,-3,1418000
Kulas,86,93,4,-2,1863000
Wunsch,94,91,0,2,1102000
Dibbert,74,93,-3,0,2111000
Lemke,89,89,0,0,1914000
Bashirian,90,74,-3,4,1592000
Sauer,86,84,-3,2,1233000
Morissette,99,84,2,2,2002000
Rosenbaum,83,72,-1,-3,2075000
Green,76,75,3,1,1499000
Kuvalis,95,88,-3,4,1869000
Smitham,87,76,-3,1,1388000
Koelpin,96,85,-3,-1,1769000
Kertzmann,79,83,0,3,1826000
Kuhic,78,75,4,1,1319000
Abshire,94,97,1,-3,1874000
Johns,73,72,-1,3,1918000
Emard,85,79,-2,4,2180000
West,78,80,4,4,1502000
Pfeffer,80,90,2,-2,1137000
Steuber,84,90,-3,4,1729000
Labadie,97,99,-2,2,1574000
Weissnat,83,93,-1,1,1311000
Johns,87,70,4,0,1619000
Deckow,74,71,4,0,1692000
Hilll,76,91,1,-3,1664000
Hessel,83,89,-1,1,2139000
Larkin,95,79,3,4,2194000
Schroeder,99,77,2,-3,1230000
Rempel,75,85,3,-2,1317000
