NAME,TRANSITSCORE,WALKSCORE,VALUEINCREASEPAST,VALUEINCREASEFUTURE,MEDIANVALUE
Padberg,74,87,4,1,2077000
D'Amore,89,72,0,3,1747000
Wolf,76,83,-3,-3,1179000
Barton,84,99,-1,0,1895000
Vandervort,75,77,-2,3,1307000
Feil,97,85,-3,3,1626000
Waters,91,84,1,3,2003000
Langworth,84,96,-1,-1,2041000
Gutkowski,75,79,2,3,1210000
Sporer,71,81,-2,-3,1505000
Pouros,83,97,-2,-3,2088000
Berge,92,97,3,2,1765000
Kulas,72,91,2,-3,1667000
Runolfsson,79,93,4,-3,1864000
Bogisich,77,79,4,4,1648000
Goodwin,95,97,1,3,1512000
Durgan,81,73,-1,-2,1920000
Veum,94,87,-1,-2,1734000
Collier,79,83,-2,3,2050000
Hickle,98,99,1,0,2025000
Carroll,92,98,-3,3,1370000
Stehr,77,73,1,4,1627000
Nader,92,78,-3,1,1841000
Hand,84,94,-3,3,1977000
Gleason,90,92,1,0,2086000
Pouros,85,91,-3,-2,2188000
Hayes,93,70,-2,-1,1740000
Russel,86,90,1,4,1151000
Beer,83,80,4,3,1457000
Rippin,85,86,4,-1,1736000
Renner,93,75,4,-1,1305000
Dicki,78,91,4,2,1974000
Welch,71,81,2,3,1747000
Ferry,77,83,3,4,1294000
Herman,99,91,-3,3,1711000
Ziemann,94,76,-3,1,1358000
Friesen,79,86,2,1,2021000
Rempel,77,71,-1,-1,1752000
Walter,81,87,-1,-2,1234000
Weissnat,98,81,4,-3,1667000
Luettgen,90,88,3,-1,1228000
Maggio,82,86,2,4,2200000
Schamberger,74,96,-1,2,1401000
Schaden,86,94,2,-1,1989000
Bruen,76,72,4,1,2092000
Conroy,80,91,0,0,2032000
Gerlach,99,92,4,-2,1594000
Bayer,95,72,3,4,2020000
Bednar,73,89,0,-1,1731000
Pfannerstill,85,73,-1,3,1115000
Stroman,89,79,-3,3,2113000
Johnston,75,77,2,1,1840000
Hudson,89,82,3,-1,1128000
Kuhn,82,70,2,-1,1987000
Luettgen,90,95,2,3,2150000
Rippin,99,73,0,0,1346000
Murphy,87,95,0,1,1139000
Kutch,89,78,0,-3,1788000
Schowalter,79,90,3,-2,2053000
Schowalter,72,88,2,0,1176000
Kihn,78,80,-1,3,1502000
Gleichner,75,79,3,4,1933000
Cronin,81,87,1,-1,1177000
Schinner,70,74,0,3,1387000
Zulauf,94,86,2,1,1811000
Carroll,91,88,-3,3,1269000
Russel,77,88,4,0,1384000
Dibbert,80,79,4,1,1408000
Rosenbaum,73,88,1,-3,1159000
Murazik,75,85,1,4,1790000
Schowalter,71,84,-3,-1,1688000
Bahringer,85,94,0,3,1202000
Schimmel,77,98,0,0,1706000
Orn,85,75,-2,-3,1237000
Kunze,89,81,2,2,2086000
Collier,88,97,4,-3,1468000
Bartoletti,96,93,1,0,1852000
Cartwright,77,74,1,-3,1605000
Heidenreich,73,73,-2,-2,1608000
Rolfson,93,99,4,-3,1625000
Marquardt,98,87,-2,-3,2197000
Goyette,93,78,1,-3,1662000
Rodriguez,76,84,-2,-3,1371000
Kertzmann,89,86,0,2,1787000
Ratke,71,89,-3,-3,1752000
Bernhard,79,89,-3,3,2130000
Klein,78,91,4,0,1218000
Marvin,83,92,-3,1,1195000
Doyle,73,82,2,-1,2099000
Prosacco,88,84,-2,-3,1764000
Hermann,81,96,0,3,1350000
Heidenreich,72,70,3,1,1211000
Hagenes,83,98,-3,3,2064000
Goldner,75,79,4,-3,1732000
Jacobs,70,73,3,0,1698000
Rosenbaum,82,95,-3,-3,1301000
Feeney,72,71,-1,-1,1187000
Beatty,97,91,-3,2,1334000
Dare,94,77,1,1,1491000
Mayer,99,80,4,0,1165000
Cole,85,92,1,-3,1825000
McGlynn,84,80,1,-2,2104000
Mraz,93,82,-1,-1,1771000
Gibson,98,77,-2,2,1716000
Gleason,84,70,1,0,1815000
Runolfsdottir,82,74,1,3,1101000
Armstrong,89,73,-2,-3,1213000
Kiehn,72,99,-2,3,1408000
Glover,75,90,-1,3,1167000
Fisher,89,70,-1,1,1751000
Hoeger,83,72,-1,0,1991000
Rutherford,76,81,0,-3,2053000
Kilback,89,81,3,1,1946000
Watsica,79,95,3,4,1746000
Reinger,87,96,0,-3,2104000
Fritsch,82,83,3,-1,1411000
Cummerata,86,95,-3,4,1275000
Kris,71,81,0,2,1431000
Altenwerth,71,87,0,-2,2141000
Walsh,96,86,0,3,1445000
Schuppe,99,98,3,0,2029000
Bartoletti,96,80,-2,1,1196000
Lowe,75,83,2,-3,2039000
Franecki,99,73,4,1,1396000
Barton,84,79,0,4,1422000
Balistreri,85,77,-3,-3,1671000
Brekke,71,94,4,3,1604000
Harvey,91,92,4,4,2195000
Stanton,94,82,1,1,1828000
Murazik,92,84,2,-3,2006000
Murazik,97,95,-1,3,2155000
Gerlach,91,71,2,0,2057000
Senger,80,96,-3,0,2198000
Huels,90,77,-1,0,1334000
Tremblay,90,87,-3,4,1919000
Borer,71,99,2,-2,1208000
Koch,94,88,0,2,1807000
Wunsch,96,82,3,-3,1789000
Koelpin,94,93,3,-1,1890000
Kozey,89,98,1,4,1161000
Schulist,81,76,0,-3,1888000
Wisozk,88,79,-1,-2,1265000
Prosacco,87,73,-1,-3,1229000
Grimes,94,73,2,-3,1331000
Cummings,70,86,1,-1,2070000
Hagenes,97,73,-2,-1,1423000
Bartell,89,92,-3,2,1770000
Lehner,81,89,-1,-3,1173000
Padberg,91,87,-3,1,1590000
Weissnat,78,73,2,1,1751000
Farrell,88,86,-2,-3,2046000
Lang,76,72,1,-3,1126000
Wilderman,75,85,2,2,1938000
Kling,76,74,0,4,1428000
Schulist,79,75,2,-3,1914000
Goldner,94,95,4,3,1938000
McDermott,95,89,2,-1,1636000
Bergstrom,70,91,0,-3,1641000
Stroman,91,86,2,-3,1468000
Wintheiser,96,73,-1,1,1807000
McDermott,89,75,3,4,1490000
Armstrong,98,86,1,-2,1153000
Weissnat,95,88,-3,3,1167000
Kunze,72,83,-1,0,2095000
Schimmel,77,77,-2,-1,1879000
Block,74,91,-1,1,1123000
Hyatt,89,82,4,4,1172000
Maggio,94,93,-2,1,2016000
Bauch,76,91,-2,2,1846000
Monahan,93,91,1,-3,1468000
Funk,74,79,-2,-2,1301000
Kirlin,70,90,1,-1,1696000
Trantow,81,73,-2,2,1934000
Parisian,87,90,3,2,1108000
Weber,89,86,-3,-1,1995000
Gleichner,81,72,-1,-3,1788000
Schmidt,83,83,-2,-2,2114000
Gibson,71,82,3,-1,1681000
Dooley,77,73,1,3,1737000
Carter,91,73,4,1,1831000
Buckridge,88,93,-1,4,2108000
Renner,94,75,-1,-1,2051000
Bailey,71,85,3,1,2137000
Bailey,72,86,-2,-1,1542000
Metz,78,96,3,1,1709000
Bradtke,95,94,2,1,1702000
Kertzmann,93,96,4,1,2032000
Langworth,90,78,2,1,1845000
Bahringer,83,84,3,-1,1549000
Rosenbaum,92,71,0,-2,1142000
Hackett,81,81,4,3,1105000
Harris,72,88,2,-3,2084000
Cartwright,80,94,-2,-3,1382000
Carroll,92,93,3,0,1383000
Harris,94,96,1,-2,1291000
Stanton,86,96,1,1,1822000
Jaskolski,76,89,3,2,1704000
Rempel,91,99,-1,4,2194000
Feeney,85,80,4,3,2028000
Harris,86,72,-1,1,1340000
Lakin,88,83,3,-3,1509000
Crona,91,97,0,-2,2170000
Okuneva,73,75,2,3,1488000
McLaughlin,70,73,0,3,1248000
Kilback,94,93,2,4,1594000
Stark,82,72,-3,2,1717000
Howell,81,82,-1,0,1819000
Conn,92,77,1,0,1207000
Zboncak,87,85,1,1,1166000
Roberts,92,70,3,-3,1673000
Wiza,88,83,4,-1,2004000
Gibson,84,94,0,0,1765000
Dare,97,80,-1,2,1800000
Skiles,85,97,-2,1,1143000
Strosin,93,93,-3,-3,1467000
Buckridge,85,86,-2,-3,1716000
Bergstrom,82,74,-1,2,1204000
Goldner,87,99,2,0,1430000
Reichert,79,94,4,-2,1196000
Simonis,79,84,4,0,1808000
Nader,77,97,-1,2,1905000
Gislason,76,78,-3,-2,1731000
Murphy,90,93,3,4,1822000
Marvin,70,81,4,-3,1753000
Mraz,95,95,-2,4,1714000
Emmerich,96,78,2,-3,1862000
Mosciski,83,84,-3,3,2091000
Dickinson,76,86,3,1,1758000
Hackett,76,83,3,-2,1168000
Keeling,72,77,1,-3,2109000
Satterfield,84,81,-2,3,2096000
Heaney,77,91,-2,1,2159000
Wiza,84,86,0,2,1178000
Baumbach,84,80,3,1,1980000
Carter,71,87,3,-1,1946000
Mraz,91,92,2,3,1651000
Klein,96,76,0,2,1309000
Sawayn,78,71,2,-1,1307000
Osinski,83,91,1,-2,2131000
Cole,99,78,1,-2,1448000
Wintheiser,75,98,3,-2,1241000
Legros,84,75,2,4,1956000
Schaden,96,78,4,2,1335000
Krajcik,82,76,-1,-1,1865000
Berge,94,97,3,3,1369000
Nicolas,94,72,-1,4,1503000
Barrows,95,99,3,2,1428000
Friesen,75,82,2,0,1163000
Pfeffer,93,76,-3,4,1299000
Kessler,95,94,4,3,1851000
Conn,81,82,2,1,1203000
Mills,71,70,-2,4,1794000
Abernathy,70,84,0,-2,1493000
Mante,98,77,-3,0,1574000
Donnelly,89,80,1,3,1246000
Connelly,97,72,0,-3,1413000
Lubowitz,80,83,0,4,1657000
Hauck,94,77,4,-3,1559000
Graham,85,89,2,-2,1481000
Reichel,96,98,3,-2,1705000
Abshire,97,80,1,2,1503000
Hansen,93,94,2,-3,1348000
Veum,98,73,3,-2,1424000
Crist,80,74,0,-1,1799000
Kuhic,91,82,-2,4,2056000
Pouros,84,91,4,2,1985000
Walker,70,90,-3,4,1403000
Cummerata,74,83,1,3,2004000
Grant,75,84,-3,-2,1996000
Doyle,99,95,4,1,1396000
Brakus,99,90,3,3,1446000
Kassulke,85,76,2,-3,1556000
Conroy,75,92,0,3,1284000
Yundt,74,80,0,2,1695000
Cartwright,96,84,2,4,1228000
Muller,96,84,2,3,1862000
Prohaska,97,97,4,0,1671000
Conn,92,87,0,0,2186000
Howell,91,84,-2,-3,1797000
Lowe,72,71,4,1,2047000
Friesen,85,78,3,2,1348000
Ryan,93,77,3,0,2129000
Steuber,77,70,-3,2,2155000
Kihn,92,79,-1,-3,1814000
Labadie,84,91,-1,4,1156000
Kemmer,74,71,3,4,1841000
Wiza,95,99,-3,3,2111000
Ferry,96,77,-1,2,1423000
Turcotte,70,79,-2,3,2054000
Ziemann,84,86,4,1,1887000
Beahan,72,94,1,1,1376000
Klein,91,82,1,-3,2106000
Lebsack,71,80,4,-3,1505000
Stracke,83,98,-2,-3,1595000
Muller,80,79,2,0,1798000
Botsford,76,85,-2,1,2134000
Feest,88,98,1,0,1489000
Mann,91,97,4,4,2100000
Kozey,88,99,3,-3,1621000
Pfannerstill,99,76,-2,2,1108000
Orn,70,95,-2,-2,2008000
Wunsch,80,85,0,0,1368000
Klocko,95,87,2,3,1562000
Huel,74,81,-3,-2,1114000
Harris,94,73,0,2,1212000
Hermann,81,72,3,0,1673000
Fisher,73,73,0,1,1857000
Crist,71,88,-3,3,2161000
Wyman,92,99,1,-3,1427000
Hackett,85,84,4,1,1106000
Mitchell,85,70,3,3,2026000
Wehner,91,72,4,-1,1733000
Morissette,81,73,3,4,1823000
Buckridge,89,96,-1,2,1440000
Shields,93,72,4,-3,1757000
Nicolas,79,72,-3,-2,1674000
Lang,72,82,-3,4,1354000
Braun,76,92,3,-2,2101000
Marquardt,81,81,3,-1,1100000
Hodkiewicz,99,74,0,3,1594000
Larson,84,93,3,4,1601000
Rath,74,80,0,-2,1728000
Balistreri,97,97,1,-1,2069000
Schulist,80,82,-2,-2,1436000
Renner,78,93,3,3,1745000
Klein,85,96,-1,2,1403000
Oberbrunner,75,72,0,-2,2142000
Harvey,73,90,2,2,1285000
Parker,96,73,0,2,1463000
Monahan,82,85,4,2,1800000
Johnson,74,84,3,4,1117000
Orn,85,91,-2,4,1134000
Williamson,83,88,4,0,1838000
Wiegand,76,91,4,3,1204000
Reichel,85,80,2,1,1968000
Gorczany,87,79,-3,-2,2064000
Gottlieb,95,79,3,-2,2178000
Farrell,94,83,-2,4,1308000
Turcotte,94,74,0,-1,2120000
Koelpin,74,74,-3,0,1283000
Eichmann,87,97,2,1,1919000
Emmerich,96,76,4,4,1398000
Predovic,96,95,0,0,1331000
Veum,74,73,-3,3,2030000
Oberbrunner,88,85,-3,4,1766000
Bauch,92,82,3,0,1641000
Will,95,79,-2,-2,2069000
Streich,88,92,3,2,1278000
Boehm,82,97,2,-2,1844000
Sipes,72,90,2,-2,1149000
Lehner,76,73,1,-1,2141000
Grimes,80,78,-2,0,1315000
Christiansen,91,80,3,4,1977000
Schroeder,93,94,-3,1,1812000
Prosacco,76,75,-3,1,2032000
Ruecker,89,77,2,4,1153000
Emard,94,74,3,-1,1239000
Von,83,75,0,4,1441000
Wintheiser,73,78,-1,1,2166000
Hudson,82,96,1,-1,2084000
Ferry,90,98,4,3,1229000
Schmeler,74,88,-2,4,1834000
Muller,83,91,-2,-3,1160000
Towne,82,76,4,-3,1277000
Jerde,83,74,0,1,1470000
Shanahan,78,99,1,3,1519000
Paucek,76,91,-2,1,1470000
Hagenes,97,93,2,1,1148000
Lemke,71,88,-1,1,1555000
Mante,70,78,0,0,2025000
Raynor,88,98,-3,-2,1397000
Walter,78,71,0,0,1628000
Parisian,74,70,-1,4,2185000
Marvin,92,93,-3,4,1766000
Hayes,97,85,3,-2,1915000
Kihn,87,74,-2,4,2168000
Klocko,72,90,-1,2,1193000
Jacobi,94,90,3,3,1113000
Muller,86,99,-3,3,2084000
Witting,86,74,-1,-2,2003000
Oberbrunner,73,79,-1,4,1605000
Bode,95,76,-2,-3,1860000
Daniel,70,95,0,3,1200000
Labadie,74,97,-2,-1,1806000
Rice,91,70,-1,-2,1515000
Jones,88,88,4,3,1825000
D'Amore,87,85,3,-1,1163000
Ward,72,91,1,-1,1705000
Windler,80,98,-1,0,1568000
Howell,81,82,1,1,1322000
Herzog,90,82,3,2,2155000
Tillman,81,83,0,-3,1222000
Wiza,79,78,1,1,1241000
Gleason,91,97,-3,2,1885000
Green,70,93,-2,4,1285000
Weissnat,74,76,1,-2,1407000
Daugherty,79,75,2,3,1328000
Bogan,80,78,3,0,1657000
Gaylord,83,93,-3,0,1136000
Torp,86,78,3,3,1430000
Lehner,81,99,2,2,1167000
Stroman,84,85,0,-2,1110000
Pacocha,93,72,3,4,1116000
Wunsch,78,81,1,1,1243000
Weimann,87,97,4,1,1223000
Wintheiser,77,77,-3,-2,2129000
Considine,72,71,1,-1,1546000
Spencer,93,96,0,4,1506000
Schmitt,90,70,2,1,1786000
Daugherty,76,73,1,0,1339000
Dibbert,99,95,-3,1,2187000
Kreiger,95,85,-3,-2,1604000
Kertzmann,98,97,1,4,2033000
Sporer,93,70,0,1,1515000
Jerde,80,96,-3,3,1728000
Reynolds,95,98,1,4,1868000
Douglas,94,92,-2,-1,1476000
Quigley,75,82,4,0,1869000
Jast,93,92,-3,-1,1462000
Howell,75,96,1,4,1219000
Hilpert,98,95,2,3,1546000
Hettinger,92,99,-2,3,1757000
Sipes,71,72,0,0,2113000
Bogan,78,78,2,-3,1438000
Kohler,93,91,3,4,1961000
Little,94,95,-1,-3,1144000
Balistreri,74,94,2,-3,1469000
Herzog,98,73,2,-1,2045000
Spinka,77,71,-1,-2,2086000
Huels,73,86,-1,-2,2085000
Bernhard,98,75,0,2,2059000
Padberg,70,94,-1,-2,2056000
Kunde,84,82,1,-3,1614000
Rosenbaum,98,77,-2,-2,1597000
Schultz,97,86,3,1,1640000
Will,92,81,-1,2,1588000
Dach,83,94,0,1,1216000
Zemlak,87,79,-2,-1,1894000
Bergnaum,73,70,2,0,1290000
Breitenberg,83,76,1,2,2110000
Breitenberg,88,81,0,-3,1742000
Bradtke,73,79,1,4,1740000
Wilderman,86,83,2,2,1320000
Roob,74,98,0,-3,1616000
Quitzon,75,80,3,-3,1997000
McClure,73,91,0,4,1395000
Ryan,95,78,3,3,1439000
Mueller,89,76,-3,4,1812000
Connelly,94,94,2,3,1797000
DuBuque,94,76,-3,-1,1436000
Daniel,95,86,3,2,1763000
Hessel,81,72,-2,-1,1891000
Towne,91,81,0,0,1299000
Pacocha,97,84,-3,-3,1189000
Kuhlman,92,73,2,2,1916000
Ritchie,97,89,1,3,1764000
Kassulke,83,89,4,-2,1309000
Bednar,96,73,-1,2,1208000
Nitzsche,94,88,-3,2,2186000
Hills,77,70,1,2,1377000
Hayes,91,76,3,1,1967000
Schmitt,96,81,-3,1,1357000
Beer,95,78,4,0,1132000
Spinka,83,86,-1,3,2151000
Hackett,89,96,1,-2,1739000
Kovacek,87,80,-1,4,1832000
Treutel,74,87,-3,-1,1313000
Little,70,94,-3,0,1212000
Lakin,91,92,3,1,1925000
Hermiston,84,89,0,2,1733000
Abbott,80,75,4,-3,2159000
Willms,85,85,4,1,1878000
Willms,95,87,3,-1,1422000
Lang,71,74,0,3,1178000
Purdy,80,74,3,-3,1707000
Moore,74,85,-1,-3,1288000
Buckridge,79,92,-1,1,1432000
Morissette,99,74,0,-2,1399000
Mosciski,77,85,-2,0,1794000
Crooks,77,81,0,1,1548000
Koelpin,89,70,4,0,1974000
Daniel,73,80,1,0,1182000
Hyatt,81,88,3,-1,1221000
Rowe,78,81,-1,-2,1793000
Halvorson,88,91,3,4,1701000
Buckridge,78,73,0,-1,1790000
Kris,88,81,-1,3,1900000
Murphy,97,86,0,0,1110000
Hermann,87,76,4,0,1206000
Roob,71,84,1,-1,1130000
Hahn,99,71,-3,-1,1232000
Gutmann,76,97,0,-3,1189000
Wolf,76,97,-3,4,2129000
Bins,78,81,1,-3,1977000
Bauch,73,75,0,3,1361000
Botsford,74,81,-3,-3,1138000
Fritsch,93,82,3,-2,2020000
Padberg,83,80,3,4,1293000
Stamm,75,95,2,-1,1887000
Hessel,94,94,-3,4,1804000
Kemmer,98,70,-3,-2,1588000
Dicki,90,93,2,-2,1981000
Abernathy,72,89,1,3,1722000
Treutel,75,84,-2,3,1487000
Considine,96,98,-3,-2,1684000
Waelchi,75,86,4,0,1217000
Ankunding,99,75,-3,-2,1672000
Lind,81,89,0,1,2058000
Rau,75,90,4,-3,1266000
Hand,98,90,1,2,1858000
Hermann,93,79,1,0,1611000
Kirlin,92,87,4,1,1867000
Morar,82,92,3,3,1398000
Waters,72,89,3,0,1240000
Franecki,80,95,-2,1,2127000
Rowe,89,92,1,-3,1598000
Herman,92,73,0,1,1565000
Abshire,97,73,1,2,1881000
Borer,95,70,-3,2,1525000
Maggio,82,70,-2,2,1803000
Morissette,71,80,3,0,1565000
Kuphal,79,70,4,-2,1582000
Conn,75,82,-3,0,1367000
Dietrich,84,88,0,-2,2177000
Leffler,94,77,2,2,1788000
Heaney,81,78,3,4,1542000
Mueller,72,82,2,1,1922000
McDermott,96,81,-2,2,2041000
Dietrich,98,84,0,-2,1698000
Langworth,93,79,3,-2,1752000
Zieme,73,78,-1,-1,1508000
Beahan,73,89,2,0,2150000
Koepp,89,98,2,4,1744000
Fahey,85,82,3,-1,2171000
Bartoletti,87,82,0,-3,1927000
Wunsch,97,81,4,-1,1903000
Rogahn,96,82,-2,-1,1689000
Streich,70,93,-2,-1,1935000
Jerde,71,80,-3,1,1982000
Steuber,87,91,-2,-2,1382000
Mills,74,97,2,-1,1422000
Zemlak,97,75,-2,2,2111000
Parker,74,70,-1,-1,1346000
Rohan,73,82,1,-2,1329000
Kiehn,83,79,-1,1,1381000
Bechtelar,95,82,-3,0,1492000
Harber,84,72,0,3,1131000
Mills,88,89,0,3,1204000
