NAME,TRANSITSCORE,WALKSCORE,VALUEINCREASEPAST,VALUEINCREASEFUTURE,MEDIANVALUE
Rosenbaum,89,79,0,-3,2074000
Schamberger,95,87,-3,1,1893000
Cremin,72,81,-1,3,1974000
VonRueden,93,90,0,2,1212000
McDermott,92,83,1,0,1496000
Bosco,94,94,3,1,2061000
Satterfield,96,81,4,3,1459000
Brakus,93,76,2,-3,1493000
Jacobson,84,72,4,-2,1792000
Reilly,72,81,4,2,1310000
Medhurst,73,72,1,0,1330000
Ankunding,76,99,0,0,1939000
Fisher,82,89,-3,-2,2039000
Stracke,83,88,-3,-1,1723000
Lindgren,78,70,2,-1,1397000
Bergstrom,95,86,-1,0,2133000
Witting,97,73,0,0,2061000
Schaefer,92,78,-2,3,1742000
Heller,95,83,3,0,1548000
Nikolaus,77,89,3,2,1643000
Glover,77,87,0,-1,1639000
Daniel,82,83,1,-3,1979000
McLaughlin,70,89,1,4,1730000
Stokes,89,97,-3,3,1623000
Skiles,87,85,3,-2,1325000
Langosh,73,88,4,-3,1288000
Lind,79,73,3,2,1149000
Boyle,87,70,1,0,1355000
Aufderhar,96,78,-1,4,1721000
Sanford,97,86,4,-2,1240000
Goodwin,87,83,2,-2,1553000
Stanton,85,97,-2,0,1425000
Rohan,86,98,0,1,1429000
Wolf,95,88,0,-1,1477000
Ullrich,79,98,4,-3,1548000
Nitzsche,71,75,-1,-3,1581000
Vandervort,99,91,2,4,2005000
Olson,88,85,4,-2,1325000
Beahan,70,83,-1,-1,1144000
Conroy,79,87,4,-1,1519000
Hagenes,80,91,1,2,1520000
Wilkinson,83,70,-3,-3,2025000
Rutherford,75,78,3,-1,2083000
Erdman,92,72,-3,2,1981000
Gulgowski,72,85,-1,-2,2032000
Bartell,97,91,-1,4,1817000
Jaskolski,79,74,1,1,1526000
Padberg,87,98,-1,0,1144000
Miller,77,92,4,-3,1397000
Terry,91,79,1,0,1705000
Swift,71,77,4,0,1313000
Dicki,92,93,3,4,1911000
Smith,80,88,-2,-2,1816000
Okuneva,95,82,0,1,1305000
Marquardt,75,78,-2,-3,1949000
West,83,72,-1,3,1325000
Larkin,70,80,-3,0,1848000
Swift,94,77,-2,-2,2029000
Flatley,87,98,4,-1,2119000
Johns,98,90,2,-3,1939000
Oberbrunner,73,77,1,-1,2026000
Heidenreich,81,97,-3,2,1633000
Littel,84,89,3,-2,1301000
McDermott,93,90,3,-3,1300000
Bogan,84,97,-3,1,1100000
Graham,94,81,-3,4,1950000
Torphy,87,90,-3,0,2117000
Monahan,90,81,2,3,1679000
Fay,96,87,-2,3,1381000
Waelchi,80,79,3,2,1233000
Smitham,86,97,0,-2,1801000
Kautzer,79,82,4,1,1607000
Lehner,76,73,3,-3,1958000
West,75,99,1,1,1910000
Brown,71,73,-1,0,1762000
Kemmer,71,98,-3,0,2190000
Hamill,81,91,3,-2,1243000
Towne,93,77,-2,-2,1345000
Emmerich,98,77,-3,-3,1343000
Goldner,79,77,-3,-2,1298000
Kutch,90,77,-2,-3,1239000
Emard,85,77,-2,1,1113000
Quigley,81,82,-3,0,1834000
Greenholt,70,90,4,-2,1954000
Gusikowski,70,94,2,1,1543000
Heaney,87,93,0,-1,1185000
Bogisich,96,84,0,-3,1456000
Quitzon,73,74,4,-3,1360000
Paucek,70,82,2,3,1600000
Mraz,91,76,1,2,1886000
Nienow,94,84,3,2,1467000
Konopelski,85,97,0,1,1359000
Hickle,82,88,-3,2,2019000
Kovacek,86,87,-2,-3,1803000
Stamm,86,88,-1,4,1134000
Friesen,80,83,3,-1,2161000
Leannon,98,90,-2,-2,1857000
Doyle,83,79,-2,4,1468000
Hessel,95,92,3,-2,1829000
Reichel,70,81,3,1,1958000
Davis,73,78,-3,4,1971000
Deckow,80,70,0,-1,1671000
Connelly,98,91,-2,3,1574000
Dooley,93,88,-2,3,1759000
Schumm,76,86,0,3,1137000
Hackett,99,98,1,4,1904000
Stracke,89,87,2,4,1268000
Carroll,95,84,-3,4,1404000
Johns,72,77,2,2,1951000
Pagac,89,80,2,1,1979000
Brakus,91,91,1,3,1892000
Blick,70,92,3,-1,1697000
Hane,81,78,4,1,1951000
Wiegand,76,93,0,0,1673000
Jakubowski,98,70,0,-3,2012000
Pollich,96,83,4,2,1261000
Johns,70,94,4,3,1356000
Haley,81,99,-1,-3,2007000
Rodriguez,93,89,3,2,1516000
Daugherty,86,85,0,0,1933000
Kunze,78,84,1,0,1751000
Predovic,89,73,-1,-2,1784000
Swift,71,89,3,4,1688000
Paucek,76,98,3,4,1868000
Bartell,84,72,0,-2,1198000
Goodwin,89,77,0,4,1954000
Denesik,72,98,1,2,2004000
Cremin,96,83,-3,2,1701000
Aufderhar,96,92,4,0,2121000
O'Hara,74,79,4,4,2023000
Padberg,81,90,-2,3,1704000
Jerde,89,98,-3,3,1723000
Upton,81,87,-2,1,1356000
Bernier,80,85,3,2,1124000
Tillman,71,75,-1,4,1262000
Durgan,91,92,-2,0,2146000
Kris,73,71,0,1,1456000
McGlynn,74,73,0,-1,1931000
Renner,85,91,2,1,1541000
Hartmann,97,71,3,1,1440000
Glover,81,81,-2,2,1203000
Krajcik,81,99,2,-3,1798000
Hegmann,91,80,-1,2,1425000
Boyle,87,85,0,3,1165000
Considine,92,76,3,3,1798000
Weissnat,88,78,-3,3,1647000
Hagenes,75,95,-3,4,1155000
Orn,76,88,-1,-1,1597000
Swaniawski,85,77,1,3,1727000
Macejkovic,89,99,-2,3,1624000
Larkin,79,73,1,3,1673000
Pouros,86,78,2,2,1344000
Crona,88,96,1,-1,1928000
Wuckert,95,81,-2,4,1652000
Hegmann,96,88,3,2,1830000
Kub,83,77,4,-2,1560000
Quigley,84,71,-3,-3,1630000
Bartoletti,70,72,2,1,1549000
Cormier,88,95,3,-3,1387000
Harris,88,98,3,2,2131000
Lueilwitz,79,89,3,3,1356000
Braun,74,94,-3,2,1514000
Durgan,72,93,4,-3,1253000
Blick,94,98,4,4,1466000
Hegmann,72,77,3,3,1389000
Strosin,81,73,0,3,2065000
Gottlieb,97,71,-2,4,2138000
Smitham,91,96,1,-2,1876000
Stamm,84,91,3,1,1220000
Bernhard,98,72,3,2,1412000
Skiles,83,96,4,-3,1912000
Harris,95,90,-1,4,1443000
Osinski,81,98,4,4,1281000
Corkery,94,93,-3,-3,1495000
Mayer,83,98,-1,-3,2188000
Fisher,79,78,-2,2,1783000
Little,83,77,1,0,1897000
Carroll,81,97,3,-3,1116000
Wisoky,88,81,-1,-2,2122000
Medhurst,81,96,4,0,2196000
Dietrich,87,85,4,2,1923000
Considine,90,92,0,4,1139000
Abbott,71,75,4,3,1333000
Zulauf,74,92,2,-3,2124000
Bergstrom,95,83,-2,-1,1655000
Kuvalis,91,77,0,-2,1706000
Parker,82,99,4,4,1533000
Hintz,94,75,1,4,2039000
Feil,87,83,-1,0,1756000
Grady,89,94,3,2,1580000
Corkery,96,89,2,4,2149000
Murazik,99,78,0,0,1542000
Lehner,94,86,1,-3,1507000
Armstrong,74,91,0,-2,1961000
Dare,75,99,3,2,1774000
Langosh,80,94,2,2,1740000
Blick,93,77,-1,-1,1701000
Mante,84,71,0,-1,1321000
Cormier,88,89,-1,-1,1835000
Turcotte,90,83,3,-3,1937000
Gibson,93,88,2,2,1312000
Deckow,94,91,1,4,1447000
Crist,93,90,-1,-3,1134000
Kautzer,81,87,1,1,2136000
Greenholt,78,79,2,-3,1864000
Schmidt,94,84,-1,1,2082000
Emmerich,97,86,3,3,2171000
Kirlin,98,83,1,0,1458000
Kling,72,90,-2,-2,1418000
Ritchie,81,91,0,4,1858000
Adams,78,82,3,3,1672000
Kessler,83,91,1,3,1981000
Pacocha,75,77,-1,-3,2078000
Herman,78,97,2,2,1653000
Willms,83,84,2,-3,2008000
Okuneva,75,92,-1,-1,1563000
Nicolas,99,73,2,-1,1901000
Fay,88,81,-2,3,2192000
Nitzsche,88,76,4,0,1560000
O'Hara,85,84,1,0,1760000
Parker,94,72,0,4,1618000
Treutel,81,82,-3,2,1711000
Lind,85,77,-1,2,2200000
Quitzon,92,88,1,2,1155000
Fadel,97,99,-3,-3,1435000
Medhurst,75,77,1,-2,1183000
Mann,96,94,-3,-2,1629000
Morissette,97,80,-3,4,1989000
Murphy,95,82,1,1,1555000
Mraz,97,97,2,-1,1596000
Labadie,80,92,0,1,1934000
Kirlin,77,85,-3,1,1750000
Will,96,87,-3,4,1936000
Boyle,92,80,-3,3,1493000
Monahan,88,98,-3,4,2072000
Wiza,84,73,4,2,2019000
Jones,90,76,3,-1,1991000
Boyle,96,89,1,-3,1998000
Ernser,77,95,-3,-2,1810000
Rolfson,85,74,3,-2,1699000
Emard,77,89,-2,2,1785000
Adams,74,97,4,2,1789000
Hayes,76,76,3,3,1510000
West,79,92,3,4,1944000
Considine,96,73,2,0,1542000
Ondricka,75,78,-3,2,1687000
Quigley,89,90,-3,-3,1589000
Smitham,95,92,-1,2,2013000
Padberg,83,84,4,-3,1650000
Homenick,70,79,1,-3,1226000
Stamm,72,98,3,4,1321000
Hammes,97,86,0,2,1706000
Kutch,72,94,2,2,1834000
Greenholt,79,80,-3,4,1264000
Lang,86,94,-1,-3,1484000
Carter,72,71,4,2,2021000
Howell,98,82,4,1,2140000
Wisozk,71,79,-2,2,1541000
Mohr,82,91,-1,3,1335000
Rempel,83,79,4,-2,1664000
Bins,73,83,3,1,1290000
Bahringer,82,98,0,3,1629000
Muller,73,70,-3,4,2074000
Rutherford,95,82,-2,-2,2075000
Carter,85,87,-1,2,1639000
King,99,73,1,-3,1938000
Labadie,87,70,4,-2,2169000
Wunsch,71,96,0,-1,1265000
Barrows,86,80,-2,2,2152000
Hodkiewicz,95,88,1,4,1752000
Lemke,80,74,-2,1,1330000
Brekke,97,83,0,3,1515000
Senger,80,87,-3,4,1680000
Jones,80,99,-2,4,1509000
Rogahn,71,74,3,3,1579000
Nolan,73,87,3,-3,1859000
Roberts,87,91,3,4,1421000
Stokes,74,70,-2,2,1554000
Larkin,71,94,2,3,1271000
Bernier,86,81,4,4,1887000
Cartwright,88,88,-1,-2,1479000
Swaniawski,86,76,3,1,1105000
Jast,96,73,4,0,1452000
Collins,82,89,-1,2,1739000
Russel,91,75,-2,0,1792000
Mann,73,78,-2,0,1162000
Durgan,87,72,4,3,1755000
Cassin,89,92,-2,-1,1754000
Koch,92,73,3,4,1505000
Ankunding,78,83,-2,4,1271000
Walter,79,74,-1,-3,1845000
Beatty,85,90,4,1,2074000
Wolff,87,81,2,-1,1492000
Wolff,87,93,-1,2,1465000
Beatty,70,96,2,-1,1912000
Runte,73,98,4,3,1452000
Brakus,71,79,3,4,2112000
Moore,96,98,-1,-3,1651000
Kozey,79,88,-2,3,1944000
Price,99,92,0,1,2014000
Zboncak,78,79,4,1,1325000
Runolfsson,78,81,3,2,1414000
Koss,77,76,3,4,1610000
Wisoky,72,81,3,3,1455000
Hahn,98,77,1,1,2172000
Shields,97,72,4,2,1431000
Quitzon,72,80,1,2,1944000
Sporer,99,86,2,-3,1380000
Kuvalis,71,85,-3,-1,1517000
Beier,73,88,4,3,1168000
Wuckert,71,76,-3,0,1261000
Torp,86,93,1,2,2173000
Ryan,76,88,4,3,1230000
Gottlieb,79,87,3,-2,2103000
Deckow,77,72,-3,3,1387000
D'Amore,77,82,-2,4,1461000
Baumbach,89,80,3,-3,1757000
Runolfsson,82,98,1,3,1192000
Sauer,74,72,1,-3,1658000
Huel,74,76,1,3,2115000
Rolfson,77,92,0,-3,1519000
Reynolds,74,99,4,-2,2084000
Fisher,72,91,-3,-1,2006000
Champlin,77,82,-3,4,1535000
Lueilwitz,75,90,3,-3,1136000
Rice,91,80,-1,4,1232000
Schmitt,80,92,-2,2,1396000
Lueilwitz,77,77,1,-2,1998000
Nikolaus,89,95,-1,2,1789000
Stark,93,70,3,1,1218000
Graham,84,88,0,-1,1439000
Hettinger,82,89,-3,2,1965000
Beahan,72,97,0,2,1324000
Aufderhar,90,71,-3,-1,1556000
Hilpert,89,95,-2,4,1669000
Parker,85,87,4,0,1824000
Stamm,94,86,-2,3,1872000
Block,74,86,3,0,1345000
Padberg,82,70,3,1,1353000
Grant,80,96,0,-3,1853000
Rau,83,80,3,3,2105000
Upton,82,94,-2,4,1971000
Daugherty,88,96,4,-1,1315000
Russel,96,91,1,-3,1636000
Frami,84,89,3,2,2130000
Farrell,86,94,-3,1,2043000
Balistreri,70,80,4,-3,1159000
Barton,81,84,4,-3,2132000
Rice,84,83,3,-2,1175000
Bergnaum,99,96,1,-1,1758000
Hoeger,73,89,-3,-1,1692000
Waters,85,84,1,0,2046000
Daniel,84,90,-3,-2,1409000
Denesik,74,96,2,1,1457000
Torp,70,75,1,-1,1676000
Funk,70,79,1,-1,2005000
Cummings,81,90,2,-3,1715000
Kling,82,78,2,2,1885000
Brown,81,84,3,2,1114000
Kris,84,86,-3,1,1697000
Buckridge,94,84,-3,4,1207000
Marquardt,76,77,4,1,1930000
Kulas,81,96,4,2,1394000
Fadel,87,80,3,-1,1961000
Hayes,91,91,4,2,2038000
Donnelly,98,86,-3,-3,1385000
Schmitt,95,88,2,-1,1332000
McCullough,99,92,3,1,1795000
Rutherford,70,80,0,-2,1251000
Dickinson,75,86,0,4,2074000
Renner,98,99,-1,2,2077000
Prosacco,74,99,4,4,1443000
Bednar,94,80,2,-3,2043000
Lynch,97,76,4,2,1306000
Witting,90,80,4,3,1122000
Marquardt,73,79,-1,2,1227000
Crona,79,75,3,0,2014000
DuBuque,83,93,-1,-2,1754000
Schulist,98,72,3,3,1366000
Cormier,76,70,-3,4,1969000
Reichel,86,88,-2,4,1931000
Murazik,91,95,0,3,1394000
Johns,81,71,-1,2,1794000
Veum,76,70,-1,-2,1276000
Pagac,99,85,-2,-2,2011000
Denesik,74,77,-2,-3,1998000
O'Keefe,94,86,-3,4,1301000
Emmerich,73,91,-2,-2,1516000
Koelpin,72,89,-1,-3,1663000
Ernser,84,80,0,1,2200000
Durgan,80,93,-1,-1,1160000
Smitham,74,94,-3,-1,1203000
Koch,98,98,-1,-1,2190000
Kuhn,97,85,-1,-3,1170000
Bernhard,89,76,4,1,1896000
Turner,92,77,1,-3,1240000
Dach,83,72,1,2,1921000
Green,79,72,-1,4,2027000
Crist,74,97,2,-2,1657000
Graham,97,93,1,-3,1773000
Gutkowski,97,75,2,1,2135000
Feest,99,73,4,3,2019000
Ziemann,79,99,2,-2,2080000
Ziemann,98,88,4,1,1843000
Deckow,75,99,4,4,1725000
Mitchell,79,71,3,3,1220000
Auer,79,80,4,1,1661000
Ward,70,76,-2,0,2078000
McLaughlin,71,86,4,3,2186000
Little,99,76,-2,3,1524000
Reynolds,97,77,-3,0,1690000
Pacocha,98,74,-2,1,2026000
Wolff,93,97,0,-3,1932000
Bailey,99,83,4,2,2184000
Zboncak,89,86,-3,2,1339000
Nienow,78,97,0,1,1267000
Robel,92,85,2,-1,1588000
Halvorson,77,83,0,1,1740000
Casper,83,75,3,-2,1707000
Bode,85,73,4,4,2178000
Hartmann,96,97,2,2,1342000
D'Amore,74,89,4,-2,1775000
Kutch,71,71,4,-1,1420000
Marquardt,95,81,-1,3,1958000
Bayer,71,71,4,-3,2051000
O'Hara,94,97,-3,-2,1771000
Mayert,82,89,2,0,1811000
Baumbach,87,89,-1,2,1113000
Dooley,82,93,0,4,1373000
Schowalter,77,94,1,3,2130000
Conroy,95,96,-3,-1,1279000
Nienow,73,91,0,4,1434000
Stehr,91,89,-2,1,1303000
Lubowitz,89,73,-3,2,1624000
Heller,87,84,3,-2,2173000
Abshire,83,92,-2,2,1568000
Kling,76,83,3,4,2042000
Blick,71,76,3,-1,1352000
Feil,99,74,3,-1,1360000
Berge,96,97,0,0,1571000
Corkery,95,93,-2,0,2192000
Corkery,83,86,1,3,1126000
Koch,77,85,-2,0,2076000
Kessler,85,97,-3,2,2146000
Pollich,97,79,-2,-1,1971000
McGlynn,97,75,1,-3,1768000
Cole,93,79,0,1,1266000
Corkery,70,86,3,-1,1180000
Bergnaum,93,86,-3,0,1108000
Kunde,72,95,-3,4,1842000
Murray,87,76,1,4,1685000
Kirlin,73,90,4,0,1572000
Fisher,72,87,0,2,1735000
Zboncak,77,81,0,3,1327000
Crona,71,88,-1,3,2147000
Herman,97,94,0,0,1617000
Lakin,90,95,2,-3,1543000
Watsica,86,77,1,3,1738000
Welch,84,98,-2,-3,2102000
Gislason,92,95,-2,3,2019000
Terry,79,78,-2,-2,1538000
Daniel,77,77,1,0,1515000
Ebert,88,96,-3,0,1228000
Legros,90,82,1,4,1945000
Gutkowski,78,98,1,4,2133000
Sporer,90,85,0,-3,2155000
Emard,88,92,-1,2,1693000
Yost,74,90,-3,-1,1441000
Zemlak,89,80,0,1,1381000
Hilpert,82,76,1,-2,2049000
Bayer,91,92,1,0,1920000
Hayes,93,74,1,3,2150000
Dooley,87,91,3,-1,1227000
Lueilwitz,83,85,4,4,2044000
Parisian,96,87,4,1,1192000
Carroll,96,88,3,-1,1430000
Bode,91,71,0,-3,1168000
Bergnaum,75,82,1,0,1188000
Halvorson,84,93,-1,2,1843000
Green,71,96,3,-2,1525000
Murazik,91,87,4,3,2160000
