NAME,TRANSITSCORE,WALKSCORE,VALUEINCREASEPAST,VALUEINCREASEFUTURE,MEDIANVALUE
Waelchi,92,93,3,-2,1987000
Block,73,77,1,-1,2131000
Mueller,79,83,4,2,2174000
Jacobson,92,82,-3,2,2002000
Klocko,99,86,2,0,1724000
Dietrich,88,95,-2,1,1110000
Mayert,72,81,-2,4,1771000
Torphy,76,71,-2,3,1250000
Daniel,95,77,1,-1,1605000
McLaughlin,98,88,-1,-2,1228000
Mraz,71,96,1,0,1694000
Swaniawski,76,72,1,-2,1192000
Keebler,82,92,3,1,1698000
Kunde,99,77,-2,2,1669000
Jenkins,99,94,3,3,1546000
Jones,92,94,4,0,1965000
Muller,93,76,-1,0,1503000
Walker,72,94,4,-2,1201000
Mraz,72,88,1,1,1566000
Schumm,94,83,-3,4,1825000
Kuvalis,92,91,-1,-1,1990000
Ebert,90,74,3,-1,1845000
Koelpin,71,87,-1,-3,2096000
Bins,75,77,3,-3,1932000
Koelpin,93,86,-1,4,1171000
White,79,87,-1,1,1872000
Grady,87,70,-3,2,2067000
Beatty,90,94,-3,-2,1155000
Bahringer,75,77,-3,0,1378000
Wiza,74,94,-3,3,1366000
Gorczany,89,87,4,1,1936000
Green,98,70,-3,0,1325000
Hirthe,81,73,-3,-1,1383000
Carroll,72,91,0,-1,1570000
Auer,77,84,4,-2,1683000
Kemmer,89,73,-1,-3,1265000
Becker,80,72,-3,4,2063000
Klein,78,93,2,3,1186000
Tillman,85,74,-1,2,1893000
Rippin,93,75,2,4,1890000
Mayer,95,86,4,1,1984000
Torp,99,73,-2,4,1675000
Reinger,72,70,-2,4,2103000
O'Hara,79,87,2,0,1583000
Hickle,86,75,3,0,1970000
Hansen,99,75,0,0,1921000
Mosciski,70,81,1,3,1948000
Osinski,87,80,2,3,1286000
Pfannerstill,79,84,4,0,1830000
Sporer,70,79,-3,-3,1252000
Predovic,83,78,4,3,1500000
Beatty,87,70,-3,-2,1458000
Hilpert,96,77,3,1,1643000
Breitenberg,76,88,-2,1,1771000
Osinski,75,90,-2,4,2103000
Braun,88,97,2,3,1266000
Waelchi,96,86,4,1,1396000
Dooley,95,98,-1,-3,1668000
Walter,77,92,2,-2,2079000
Moen,86,88,3,0,1178000
Johnson,88,82,0,-3,1448000
Vandervort,93,80,0,-2,2109000
Sipes,72,78,2,-1,1490000
Daniel,91,92,-1,-1,2001000
Boehm,75,86,0,2,1421000
Collier,86,94,-2,2,1726000
Waelchi,89,73,2,-2,2160000
Hintz,77,70,3,3,1843000
Collier,89,91,-1,2,1822000
Bahringer,85,89,-3,-3,1211000
Konopelski,96,83,2,-2,1425000
Thompson,83,76,-3,1,1616000
Fay,79,88,-2,-3,1793000
Kovacek,95,70,-2,0,1817000
Bartoletti,80,70,-3,2,1768000
Breitenberg,73,95,2,-1,1231000
Blick,81,96,4,-2,1468000
Bosco,87,80,0,2,1617000
Beatty,83,88,-1,-2,1592000
Lynch,86,82,2,2,2099000
Hirthe,72,84,3,-2,1147000
Roberts,88,89,-3,2,2009000
Baumbach,76,88,-1,4,1334000
Block,98,74,4,2,1854000
Hahn,93,82,-3,1,1998000
Watsica,70,74,4,1,1384000
Nitzsche,99,90,1,3,1607000
Green,93,91,-3,2,1118000
Cartwright,88,78,2,-3,2145000
Russel,92,72,2,0,1771000
Watsica,93,86,3,-3,1936000
Quitzon,72,80,1,-3,1327000
O'Hara,96,95,-3,2,1420000
Kunde,78,94,2,2,2033000
Crooks,91,70,-2,1,1893000
Bosco,77,80,3,-2,1522000
Toy,83,70,1,-1,1156000
Cremin,89,86,3,-1,1414000
Schultz,73,72,4,-3,1784000
Boehm,92,94,-1,2,1220000
Spencer,81,79,4,4,1713000
Heidenreich,71,91,2,-2,1848000
Rosenbaum,97,82,-2,0,1345000
McClure,99,92,-1,3,1525000
Barrows,80,73,-2,0,1735000
Kohler,99,85,0,3,1291000
Weissnat,70,78,0,-3,1811000
Tillman,70,90,-3,-2,1746000
Stokes,71,95,-1,-1,2159000
White,93,97,3,0,1324000
Dare,74,93,-1,2,1881000
Abshire,77,91,0,4,1314000
Predovic,82,70,0,-3,1759000
Dietrich,79,95,0,-3,1389000
Senger,85,88,4,-1,1191000
Weimann,79,89,-1,-2,1374000
Schoen,78,87,1,-1,1260000
Volkman,77,74,1,-1,2126000
Hickle,70,82,0,-2,2110000
Kirlin,74,84,3,-1,2184000
Hilpert,73,83,-2,0,2147000
Conn,72,96,-1,-1,1830000
Bruen,86,90,0,-3,1838000
Altenwerth,79,71,-1,2,1185000
Kuhic,95,82,3,3,1413000
Weber,97,81,2,4,2135000
Baumbach,78,99,-3,-2,1605000
Ankunding,73,74,-1,3,2066000
McCullough,92,86,4,2,2198000
Gleason,85,79,1,4,1953000
Reynolds,74,89,0,1,1933000
Connelly,91,91,2,4,1737000
Beer,99,84,4,2,1186000
Konopelski,75,88,1,2,1962000
Murphy,94,73,0,1,1457000
Boehm,99,95,1,1,1121000
Yost,70,81,1,-3,1514000
Kuhn,72,90,-3,-2,2079000
Pollich,89,89,4,1,1105000
Boyer,73,70,2,-3,1755000
Nitzsche,77,86,3,-2,1741000
Hessel,94,84,-1,2,1542000
Welch,84,70,4,-1,1315000
Gaylord,89,90,4,4,1669000
Schuppe,76,85,4,-2,2092000
Ondricka,81,80,4,3,1380000
Mraz,98,80,-1,3,1379000
Walter,81,79,0,3,1394000
Welch,82,79,2,0,2159000
Heathcote,96,96,-2,4,1834000
Armstrong,87,81,-3,-1,1487000
Carter,93,84,3,4,1380000
Douglas,84,92,1,-1,1954000
McDermott,90,76,-2,-2,1910000
Dach,93,92,0,0,2046000
Rippin,72,92,-2,3,1531000
Wiegand,71,80,3,2,1493000
Dibbert,97,83,4,-2,1811000
Maggio,80,77,1,3,1326000
McGlynn,81,95,-1,1,1455000
Dietrich,86,84,4,2,1523000
Kihn,92,78,4,-2,2175000
Kemmer,82,95,-1,0,1920000
Eichmann,74,87,-3,-2,2076000
Grady,99,87,-1,1,1581000
Schneider,71,83,2,0,1939000
Will,78,87,-2,4,1946000
Wiegand,93,77,-3,-1,1689000
Prohaska,73,90,-3,0,1545000
Gorczany,84,94,4,4,1536000
Mayer,95,96,1,0,1777000
Sipes,73,85,2,3,1922000
Cummerata,88,85,0,1,1887000
Miller,84,90,0,0,1622000
Aufderhar,82,78,0,0,1918000
Powlowski,95,87,-1,1,2168000
Roob,99,80,0,3,2064000
Brakus,99,99,-2,0,1385000
Klein,94,86,-3,1,1317000
Hettinger,87,99,-3,3,2174000
Koelpin,81,98,-2,2,2110000
Gerhold,93,71,4,-3,1269000
Gaylord,86,96,1,3,1930000
Fay,86,91,0,-1,1658000
Leannon,94,74,2,-3,1572000
Dare,89,98,2,0,1538000
Stark,98,71,4,-3,1139000
Hoppe,73,75,1,3,2136000
Smitham,91,95,-2,-1,1210000
Stark,83,99,-2,0,1741000
Douglas,95,93,0,-3,1379000
Abernathy,76,97,-2,-2,1678000
Shields,92,85,-1,-1,1905000
Erdman,96,70,0,1,1863000
Batz,96,97,1,3,1132000
Trantow,92,71,-2,-1,1656000
Blick,79,73,1,-3,1995000
Mraz,93,93,3,4,1174000
Abernathy,96,99,4,3,1568000
Buckridge,97,88,2,3,1183000
Hintz,94,83,-3,-2,1522000
Flatley,79,93,1,-1,1833000
Crona,84,99,4,3,2098000
Farrell,87,71,-2,1,1391000
Moore,88,91,2,3,1402000
Jenkins,96,74,4,-1,1771000
Swaniawski,97,75,4,4,1949000
Reichert,95,97,1,-3,1685000
Daugherty,87,90,4,4,1697000
Powlowski,85,80,4,-1,1262000
Goldner,92,81,-3,1,1843000
Wolff,79,99,-1,3,1592000
Crooks,86,99,3,-2,2188000
Cartwright,96,75,-2,1,1585000
Marks,88,80,-2,-1,1357000
Hintz,93,72,3,3,2188000
Beatty,83,79,-1,-2,1606000
Ernser,95,99,3,0,1430000
Block,94,90,2,0,1884000
Jakubowski,87,77,4,-3,2045000
Hyatt,72,71,-2,3,1935000
Shields,75,91,0,-1,1764000
Kemmer,96,98,-2,-2,1412000
Lakin,85,77,-2,-2,1337000
Waters,70,74,-1,0,1388000
Goldner,88,79,2,4,2112000
Bradtke,80,91,-3,4,1500000
Marks,87,80,3,4,1147000
Hahn,87,95,0,0,1412000
Monahan,84,91,1,2,1335000
Kozey,96,96,-3,-2,1241000
Dare,76,79,-1,0,1319000
Kutch,86,92,-3,2,2045000
Gulgowski,82,98,3,2,2197000
Treutel,82,93,2,-2,1122000
Padberg,81,90,3,-1,1988000
Homenick,74,76,0,-1,1678000
Hagenes,83,77,-1,-3,1970000
Marks,97,90,4,1,1439000
Bartoletti,88,70,3,1,2047000
Kuphal,70,85,2,3,1100000
Thompson,93,75,4,2,1335000
Funk,88,77,4,-3,1346000
Eichmann,81,79,-1,1,1353000
Koepp,85,76,2,3,2052000
Will,93,74,-2,-1,1350000
Anderson,79,96,1,4,2169000
O'Kon,88,95,3,4,1429000
Ziemann,91,71,1,-1,1330000
Skiles,74,92,-2,-1,2194000
Hilll,99,96,-3,3,1553000
Nader,96,98,-2,3,1329000
Harris,75,77,-3,-3,1407000
McKenzie,75,92,1,-2,1327000
Larkin,84,92,0,3,2042000
Lakin,70,80,-3,-3,1404000
Wisoky,85,70,4,4,1408000
Mertz,79,79,2,1,1855000
Heller,76,76,4,1,2179000
Moen,95,85,4,-2,1491000
Ledner,74,90,4,3,2022000
Luettgen,98,73,-1,-3,1229000
Spinka,85,89,4,3,1122000
Bins,97,75,-3,2,2014000
Nikolaus,81,73,0,-1,2035000
Moen,77,80,0,2,1810000
Quitzon,98,83,3,-1,1751000
Kiehn,94,98,1,-1,1229000
Graham,73,79,2,2,2105000
Hirthe,80,87,-3,0,1620000
Feil,91,91,-3,-1,1667000
Abbott,98,73,1,3,1683000
Gerhold,77,71,0,1,1922000
Farrell,86,72,4,1,1849000
Ferry,81,84,3,-2,1753000
Adams,74,80,4,-2,1179000
Schimmel,91,90,1,3,2181000
Beahan,96,78,-3,2,2011000
Shanahan,81,90,0,-3,1764000
Hilpert,90,83,2,1,1927000
Littel,81,73,1,-1,1247000
Ondricka,90,83,2,-2,1471000
Howe,78,71,3,4,1198000
Kshlerin,78,99,1,-3,1239000
Oberbrunner,82,81,0,4,1888000
Hermiston,78,83,0,-3,1990000
Becker,79,78,-1,-3,1980000
Howell,91,88,2,0,1871000
Homenick,72,90,4,4,1835000
Kozey,99,71,2,-3,2198000
Nikolaus,71,93,-2,-3,1891000
Olson,72,77,2,2,1810000
Reichert,77,95,3,3,1289000
Emmerich,93,75,-3,1,1648000
Schowalter,80,79,-1,-1,1162000
Weimann,77,93,0,4,1766000
Gaylord,89,78,-3,4,1639000
O'Hara,70,78,-2,-1,1448000
Denesik,94,92,4,-2,1112000
Halvorson,86,75,3,2,1259000
Eichmann,83,76,-3,-1,1462000
Lehner,88,83,-1,-1,2078000
Lemke,97,91,3,-2,1782000
Ferry,85,78,4,2,1363000
Murphy,80,90,0,-1,1457000
Kemmer,82,92,-3,-2,1610000
Mertz,92,85,3,4,1847000
Dickens,85,70,2,3,1938000
Cronin,88,76,-2,3,1317000
Aufderhar,94,87,4,0,1125000
Willms,78,75,2,1,1538000
Bechtelar,78,73,4,3,1199000
Pfeffer,87,75,0,-1,1153000
Witting,88,75,2,-2,1264000
Wilderman,89,83,-2,4,1219000
Botsford,99,72,-1,3,1658000
Thompson,93,77,3,-1,1761000
Medhurst,80,95,2,3,1924000
Fahey,81,91,4,-3,2079000
Howe,96,84,-1,2,1595000
Kuphal,83,91,0,3,1714000
Ryan,98,77,-2,3,1792000
Wilkinson,98,88,0,3,1303000
Fritsch,90,78,0,-2,1885000
Fisher,79,80,-3,1,1434000
Robel,93,70,4,-1,2169000
Tromp,71,94,-3,0,1186000
Bernier,99,83,4,4,1340000
Ratke,99,99,4,4,1640000
Cronin,96,91,0,-2,2155000
Bogan,97,96,2,4,2078000
Waters,91,90,-3,0,1928000
Casper,82,90,2,2,1929000
Haag,78,94,1,3,1612000
Rohan,98,84,-3,0,1941000
Willms,90,77,2,1,1246000
Robel,97,96,-3,3,1828000
Gleichner,95,84,4,3,2038000
Watsica,84,81,-3,-1,1293000
Leffler,74,72,3,-1,2061000
Cole,84,98,1,1,2037000
McCullough,78,89,-1,1,1563000
Walker,73,99,-1,-2,1420000
Runolfsson,96,86,3,2,1572000
Stracke,97,88,0,2,1921000
Roob,89,73,4,-2,1492000
Champlin,97,93,1,-3,1830000
Cormier,95,71,1,-1,1617000
Leannon,83,78,0,3,1860000
Purdy,72,93,1,2,1909000
Muller,85,79,-3,-2,1561000
Okuneva,95,87,0,3,1604000
O'Connell,96,93,3,3,1349000
Stokes,89,81,-3,-3,1135000
Runolfsson,97,78,0,2,1424000
Gerhold,97,78,-3,3,1216000
Deckow,74,87,0,-2,1198000
Bayer,72,74,-2,1,2060000
Batz,98,93,-2,1,2087000
Pouros,71,95,4,3,1398000
Kiehn,71,75,0,-3,1646000
Runolfsson,83,99,-2,4,1752000
Lowe,90,86,-2,3,1403000
Bins,75,84,2,4,1867000
Runolfsson,74,71,-1,-3,1144000
Heathcote,78,96,-2,-3,1923000
Bergstrom,70,73,2,-2,1394000
Haag,74,80,-2,-2,2032000
Murray,90,81,3,-1,1934000
Lockman,82,80,-1,3,1233000
Larson,94,73,-2,-3,1342000
Pollich,95,76,-2,0,1382000
Herman,97,75,-2,2,1741000
King,92,73,2,4,1971000
Price,75,89,0,-3,1257000
Okuneva,93,96,-2,2,2173000
Kassulke,82,87,-2,3,1928000
Stokes,74,82,1,4,1534000
Murray,98,97,-1,-1,1107000
Hodkiewicz,78,81,-3,3,1712000
McKenzie,96,97,0,-1,1291000
Christiansen,80,81,4,1,1536000
Morar,77,76,4,-2,1957000
Zieme,96,83,2,2,1471000
Shanahan,79,79,-1,-2,1365000
Rosenbaum,72,71,2,0,1707000
Cole,87,93,-1,0,2124000
Conroy,70,93,-1,4,1392000
Thiel,89,82,2,0,1271000
Rowe,71,82,-3,2,1260000
Bradtke,94,83,4,3,1186000
Hane,73,86,-3,1,1559000
Kihn,72,90,-2,-2,1547000
Douglas,70,90,-2,3,1246000
Watsica,97,77,1,2,1482000
Weber,84,92,4,2,1492000
Kiehn,74,74,-1,2,1440000
Hirthe,79,98,-1,2,1624000
Wunsch,87,75,4,4,2073000
Graham,77,78,1,3,1483000
Friesen,99,96,-1,-3,1182000
Mosciski,93,88,-2,0,1341000
Sipes,70,95,3,2,1907000
Jacobs,97,73,1,3,1444000
Gerhold,75,79,-1,2,1214000
Nader,92,90,-3,-1,2038000
Prosacco,81,93,0,2,1385000
Legros,72,75,2,-2,1616000
Conn,91,75,-2,-1,1478000
Wiza,99,78,3,4,1869000
Rutherford,75,71,1,3,1331000
Flatley,88,83,4,2,2070000
Zieme,80,96,2,-2,1903000
Kub,84,89,1,1,1283000
Langosh,77,91,1,2,1748000
Rogahn,75,79,-3,1,1379000
Kunde,88,81,-2,-3,1833000
Crona,82,80,0,4,1123000
Treutel,81,81,2,0,1754000
Ward,90,83,1,3,1502000
Keeling,80,75,-3,-2,1637000
Hodkiewicz,79,99,4,0,1666000
Goodwin,85,87,4,-2,2091000
Langworth,93,87,4,1,1951000
Halvorson,82,83,1,4,1240000
Flatley,74,94,-2,1,2121000
Wolf,72,82,-2,-1,1430000
O'Connell,79,73,4,4,2162000
Herzog,86,75,-3,2,2127000
Bahringer,88,73,-3,3,1217000
Prohaska,85,94,-2,1,1248000
Muller,92,78,0,3,2183000
Lehner,91,75,2,-1,1319000
Herman,86,79,-3,1,1228000
Dibbert,99,80,-3,2,1273000
Runolfsson,94,75,0,0,1465000
Funk,93,70,1,-2,1405000
Bashirian,72,88,3,1,1497000
Schuppe,74,91,0,-2,1766000
VonRueden,88,96,0,-1,1987000
Aufderhar,79,88,0,-3,1772000
Dach,81,78,2,-2,1143000
Heaney,91,90,-1,3,1362000
Kshlerin,86,87,-1,-1,1199000
Nolan,74,75,2,-1,2108000
Swift,83,74,4,4,1467000
Lowe,81,93,2,0,1674000
Cronin,85,74,-1,-3,1686000
Okuneva,70,88,-3,-2,1329000
Nolan,78,78,2,-2,1872000
Harvey,79,78,3,3,2163000
Orn,95,97,1,-2,1200000
Runolfsdottir,80,90,1,1,1778000
Price,91,85,4,0,1980000
Wisoky,94,88,4,-1,1401000
Rosenbaum,95,94,-2,4,1518000
Waters,74,99,4,1,1786000
Prosacco,78,81,4,1,1656000
Gleason,76,95,2,1,1798000
Zboncak,93,92,2,2,2018000
Anderson,79,82,1,-2,2160000
Wilderman,91,86,-3,-3,1459000
Haley,81,73,3,4,1721000
Abernathy,77,73,-2,3,1768000
O'Kon,88,81,4,-1,1393000
Weber,84,96,2,0,1304000
Schaden,89,82,-1,-3,2070000
Stark,84,88,1,-2,1267000
Jakubowski,71,79,0,-3,1176000
Kutch,85,72,-2,2,2068000
Rolfson,99,95,-3,-2,2015000
Green,84,89,-3,0,1597000
Nitzsche,87,89,2,-2,1288000
Reilly,91,99,2,-2,1686000
Olson,95,82,0,2,1601000
Kiehn,70,79,-3,-2,1167000
Bogan,92,84,0,1,2174000
Stark,76,87,-1,2,1965000
Kuhn,73,96,0,-3,1110000
Bosco,88,73,-1,2,1936000
Olson,81,80,-3,3,2161000
Schaden,73,73,0,-1,1922000
Turner,83,78,0,-2,1368000
Keeling,84,87,4,0,1960000
Mraz,71,73,-1,-3,2194000
Cole,78,91,3,4,1966000
Nicolas,74,99,1,1,1777000
Kautzer,86,98,-2,-2,1938000
Herman,94,99,-2,-2,1412000
Zboncak,92,90,3,0,1451000
Mills,82,77,-1,3,1890000
McKenzie,73,94,-2,2,1620000
Ritchie,74,95,3,1,1597000
Willms,97,84,-1,2,1233000
Frami,96,99,-3,2,1881000
Torp,93,96,4,4,1274000
McDermott,88,77,2,-1,1478000
Lebsack,78,79,-1,3,1628000
Dare,88,98,-1,2,1856000
Klocko,85,95,-3,4,1955000
Bechtelar,84,70,-1,4,1804000
Weimann,91,87,4,4,1822000
Kassulke,76,92,-2,4,2019000
Padberg,86,85,0,0,1367000
Simonis,73,99,-3,-3,1792000
Nikolaus,85,96,2,0,1610000
Sipes,91,75,4,3,2072000
Harvey,98,76,-3,4,1305000
O'Conner,96,71,-1,0,1364000
Lemke,74,76,2,2,1916000
Bernier,79,92,0,-3,1365000
Dibbert,70,84,3,1,1744000
Marquardt,92,78,-3,-3,1724000
Purdy,95,72,1,-1,1347000
Breitenberg,82,88,1,0,1643000
Lockman,89,82,1,-2,1284000
Heathcote,74,90,-1,-2,1865000
Hegmann,75,75,3,3,1488000
Olson,95,86,3,1,1589000
Hamill,80,96,-1,0,1288000
Daugherty,74,98,-2,-1,1908000
Harber,76,93,4,4,1417000
Wisozk,75,83,-1,1,1777000
Parisian,89,94,2,-3,1251000
Kshlerin,98,90,1,2,1193000
Mills,94,72,-3,-3,2126000
Mosciski,71,80,3,4,2142000
Smith,88,82,3,-1,1267000
Kilback,88,74,-2,0,2151000
Schowalter,84,98,-1,-1,1620000
Quigley,81,70,-2,2,1544000
Dicki,82,82,-1,2,1542000
Schowalter,96,84,-1,0,1234000
Rippin,88,72,1,-3,1395000
McClure,97,79,4,-1,2112000
Lehner,84,79,0,1,1620000
Haag,74,98,1,2,1394000
Pollich,74,82,1,1,1596000
Kuhic,75,72,0,4,1185000
Sanford,90,97,2,4,1112000
Volkman,86,71,2,1,2127000
McClure,99,92,-2,0,1964000
Dickens,74,98,-2,-1,1498000
Kulas,93,70,3,-1,1139000
Von,81,77,-3,1,1651000
Spinka,76,78,1,2,1276000
Bayer,99,96,1,-2,1674000
Muller,92,88,0,-2,2066000
Bruen,84,76,0,-2,1541000
Toy,72,83,-3,3,1513000
Lakin,95,96,2,3,1667000
Wyman,72,88,4,2,1431000
Lockman,75,99,1,4,1216000
Torp,88,78,-1,1,2133000
Strosin,87,95,-2,2,1740000
Herman,85,88,-1,-1,1118000
Howe,73,82,-2,0,2064000
Mann,97,97,1,4,1254000
Aufderhar,78,70,3,2,1210000
Williamson,99,92,-2,0,2117000
Boehm,94,94,-3,4,1373000
Kling,70,71,1,3,2023000
Bogisich,93,88,1,2,2193000
Schuster,78,87,4,1,1694000
Jenkins,76,84,3,3,1792000
Donnelly,80,98,-3,-3,1899000
Rohan,72,92,0,4,1835000
Will,97,71,3,-2,2117000
Franecki,98,70,-2,-2,1451000
Wisoky,76,94,4,-3,1605000
Klein,74,73,3,0,1395000
Berge,77,80,0,2,1115000
Mohr,77,95,2,-3,1625000
Langworth,71,76,3,-1,1279000
McKenzie,93,84,-3,3,1801000
Jacobi,91,87,-1,-3,1564000
Dare,74,95,-1,3,2195000
Lockman,76,99,4,2,1359000
Frami,85,92,1,-2,1236000
Hammes,94,87,-1,4,1319000
Runolfsdottir,82,98,-1,-1,1858000
Emmerich,85,91,0,0,2050000
Bashirian,85,99,0,1,1951000
Ryan,84,90,-2,2,1239000
Schowalter,98,97,0,-2,1862000
Aufderhar,85,88,-1,1,1790000
Baumbach,73,83,4,0,2006000
Kshlerin,73,73,-1,3,1819000
Balistreri,97,70,-1,3,1729000
Krajcik,89,84,-2,1,1857000
Collins,99,75,2,-1,1592000
Witting,90,92,3,-1,2126000
Christiansen,79,90,-1,1,1836000
Krajcik,91,79,1,-2,1602000
Champlin,76,99,4,4,1229000
Stokes,85,71,3,0,1780000
Stoltenberg,98,77,3,-2,1983000
Stracke,99,95,0,4,1351000
Lang,98,81,2,1,1782000
Reinger,89,84,3,-2,1283000
Mueller,70,72,-3,1,1645000
Treutel,96,84,3,1,1115000
Stokes,81,97,-2,0,1305000
Larson,91,85,-2,4,1220000
Botsford,82,84,4,-2,1753000
Hackett,73,97,-1,4,1312000
Waters,78,84,1,-1,1499000
Jenkins,87,78,2,0,1990000
Schoen,99,86,2,4,1786000
Hayes,91,88,1,3,1201000
Hudson,96,93,2,4,1581000
Hettinger,96,97,-3,1,2000000
Barton,70,77,0,-2,1994000
Johns,87,70,0,3,2152000
Nader,92,91,4,2,2119000
Rohan,80,80,-3,-1,1253000
Bergnaum,95,87,0,-3,1901000
Abshire,73,91,2,-1,1734000
DuBuque,93,93,0,3,1217000
Frami,71,94,-3,0,1593000
Turner,76,72,-2,2,1684000
Dicki,75,98,-2,2,1685000
Simonis,85,76,0,-3,2112000
Breitenberg,81,80,0,-2,2003000
Wolff,85,99,-3,3,1919000
Graham,88,80,3,-3,1674000
Paucek,90,99,1,-3,1878000
Wisoky,79,88,0,-3,1410000
Schuppe,71,98,0,-2,1259000
Ratke,98,91,-2,-1,1264000
Predovic,71,70,1,1,1784000
Towne,72,94,-3,3,1671000
Tromp,98,80,-2,0,1725000
Steuber,93,93,-3,3,1275000
Connelly,89,73,2,-2,1341000
Borer,93,75,3,-2,1337000
Treutel,90,88,4,-3,1963000
Jacobson,84,71,-2,-1,1102000
Smith,90,82,-2,2,2077000
Bergstrom,80,98,2,0,1118000
Gaylord,92,71,1,0,1917000
Dietrich,85,81,1,4,1519000
Marks,94,72,4,-3,1692000
Stracke,94,97,1,-2,1521000
Turner,78,75,0,4,1258000
Torp,71,77,3,1,1711000
Hagenes,87,86,-3,0,1253000
Bernhard,78,80,-1,2,1885000
O'Hara,91,77,-3,-1,2081000
Marquardt,81,96,-1,-3,1295000
Kling,78,75,-3,4,2087000
Moen,94,91,-1,-2,1916000
Lebsack,91,91,2,1,1524000
Hoppe,86,73,4,-3,1902000
Jacobson,81,89,-1,1,1114000
Powlowski,84,71,-3,-1,1921000
Schiller,85,97,4,3,1410000
Windler,84,75,-3,-2,1432000
Mills,81,88,3,-3,1656000
Bradtke,72,92,-1,-3,1963000
Conn,77,89,2,2,2064000
Denesik,86,95,3,-3,2003000
Mitchell,76,73,-1,3,1369000
Pagac,93,97,-3,3,1403000
Feest,88,84,-3,4,1570000
Tremblay,88,78,0,-1,1285000
Schneider,74,90,0,-2,1722000
Brekke,81,76,2,-2,1128000
Wisozk,74,80,4,-1,1930000
Tromp,84,88,0,0,1666000
Schultz,97,97,0,3,1789000
Osinski,81,77,-3,1,2175000
Johnson,86,80,-2,-3,1851000
Heller,82,75,2,1,2183000
Prohaska,80,90,2,-2,1761000
Jacobi,71,85,0,3,1543000
Zulauf,92,79,2,-1,1190000
Johnson,82,92,4,4,1517000
Zulauf,83,99,3,-1,1881000
Bechtelar,73,75,-1,0,1495000
Stehr,76,78,0,4,1663000
Erdman,74,80,0,2,1903000
Waters,81,83,-2,-2,1580000
Lubowitz,77,75,0,-1,2068000
Corwin,95,99,1,-1,1535000
Streich,94,76,-3,2,1815000
Marquardt,81,70,-1,4,2102000
Legros,73,91,0,3,1105000
Mills,76,76,4,4,1409000
Ferry,87,75,3,0,2133000
Nader,88,91,2,1,1129000
Carroll,96,77,0,4,1839000
Leuschke,78,75,0,-3,1283000
Boehm,72,99,1,2,1232000
Homenick,78,88,-3,-3,1419000
Hayes,93,96,-3,4,1591000
Reynolds,79,76,1,1,1755000
Swift,74,77,3,-3,1678000
Dare,82,76,1,2,1996000
O'Kon,96,72,1,2,1362000
Kshlerin,88,87,3,-1,1407000
Herman,88,72,4,-1,1212000
Koss,74,93,1,-2,1326000
Schiller,75,95,4,2,1631000
